Paper_DOI,Reference_DOI
10.1016/j.conbuildmat.2022.127933,10.1007/s41024-022-00182-1
10.1016/j.conbuildmat.2022.127933,10.1016/J.JOBE.2021.102977
10.1016/j.conbuildmat.2022.127933,10.1016/j.conbuildmat.2021.125038
10.1016/j.conbuildmat.2022.127933,10.1007/s41024-021-00137-y
10.1016/j.conbuildmat.2022.127933,10.1016/J.MEASUREMENT.2021.109790
10.3390/buildings14030820,10.1016/j.aei.2023.102130
10.3390/buildings14030820,10.1007/s00603-023-03387-z
10.3390/buildings14030820,10.3390/eng4020087
10.3390/buildings14030820,10.1038/s41598-023-28763-1
10.3390/buildings14030820,10.3390/systems10060263
10.1136/ANNRHEUMDIS-2020-EULAR.4424,10.22608/APO.2018479
10.1136/ANNRHEUMDIS-2020-EULAR.4424,10.1007/s10916-010-9454-7
10.1136/ANNRHEUMDIS-2020-EULAR.4424,10.1016/j.neuroimage.2004.07.016
10.5121/ijwest.2021.12401,10.1016/j.ins.2018.02.014
10.5121/ijwest.2021.12401,10.1109/MIS.2016.31
10.5121/ijwest.2021.12401,10.1186/s40537-015-0015-2
10.5121/ijwest.2021.12401,10.3115/v1/W14-6903
10.28991/cej-2020-03091495,10.1080/10298436.2017.1326598
10.28991/cej-2020-03091495,10.1080/10298436.2017.1283689
10.28991/cej-2020-03091495,10.1080/14680629.2017.1304233
10.28991/cej-2020-03091495,10.1177/0361198118788430
10.28991/cej-2020-03091495,10.1155/2018/1253108
10.1007/s13042-013-0171-7,10.1007/s13042-013-0164-6
10.1007/s13042-013-0171-7,10.1007/s13042-012-0068-x
10.1007/s13042-013-0171-7,10.1007/s13042-012-0125-5
10.1007/s13042-013-0171-7,10.1109/TNNLS.2012.2212721
10.1007/s13042-013-0171-7,10.1109/TKDE.2011.67
10.1109/ACCESS.2021.3075686,10.1007/s42952-020-00074-5
10.1109/ACCESS.2021.3075686,10.1080/03610926.2017.1324989
10.1109/ACCESS.2021.3075686,10.1007/s10463-018-0645-1
10.14455/10.14455/isec.2023.10(1).str-36,10.1016/j.istruc.2023.03.162
10.14455/10.14455/isec.2023.10(1).str-36,10.1016/j.istruc.2020.09.039
10.14455/10.14455/isec.2023.10(1).str-36,10.3390/civileng1020005
10.14455/10.14455/isec.2023.10(1).str-36,10.1007/S00158-018-2027-Y
10.14455/10.14455/isec.2023.10(1).str-36,10.1007/s00158-018-2027-y
10.1002/gepi.22341,10.1007/978-1-4419-9863-7_612
10.1002/gepi.22341,10.1038/s41380-019-0518-x
10.1002/gepi.22341,10.1101/209171
10.1002/gepi.22341,10.1101/208447
10.1002/gepi.22341,10.1038/nature24277
10.54554/jtec.2024.16.03.001,10.3126/sijssr.v5i1.65413
10.54554/jtec.2024.16.03.001,10.30630/joiv.7.3-2.2342
10.54554/jtec.2024.16.03.001,10.56919/usci.2123_001
10.54554/jtec.2024.16.03.001,10.1007/s10639-022-11152-y
10.54554/jtec.2024.16.03.001,10.1109/ICSEC53205.2021.9684662
10.1057/s41599-021-00792-z,10.1073/pnas.2018863118
10.1057/s41599-021-00792-z,10.1016/J.ONEEAR.2021.01.015
10.1057/s41599-021-00792-z,10.1073/pnas.2016238117
10.1057/s41599-021-00792-z,10.3390/su12239834
10.1057/s41599-021-00792-z,10.1007/s40152-020-00199-7
10.1109/IHMSC.2015.181,10.1109/TCYB.2014.2298235
10.1109/IHMSC.2015.181,10.1109/TNNLS.2012.2202289
10.1109/IHMSC.2015.181,10.1007/s00038-011-0315-z
10.1109/IHMSC.2015.181,10.30000/IJFS.201112.0006
10.1109/IHMSC.2015.181,10.1016/j.ins.2011.07.024
10.1016/j.jece.2024.111909,10.1016/j.ces.2023.118917
10.1016/j.jece.2024.111909,10.1016/j.jtice.2023.104732
10.1016/j.jece.2024.111909,10.3390/pr11020496
10.1016/j.jece.2024.111909,10.3390/polym15010241
10.1016/j.jece.2024.111909,10.1016/j.jhazmat.2022.130600
10.1109/ISAPE62431.2024.10840886,10.1186/s43020-024-00136-7
10.1109/ISAPE62431.2024.10840886,10.1029/2020SW002639
10.1109/ISAPE62431.2024.10840886,10.1002/2017JA024805
10.1109/ISAPE62431.2024.10840886,10.1002/2016JA023171
10.1109/ISAPE62431.2024.10840886,10.1145/2939672.2939785
10.5753/jisa.2024.3805,10.1109/IEEM58616.2023.10406558
10.5753/jisa.2024.3805,10.1109/i-PACT58649.2023.10434455
10.5753/jisa.2024.3805,10.1109/EEE-AM58328.2023.10395316
10.5753/jisa.2024.3805,10.1109/ICAI58806.2023.10339079
10.5753/jisa.2024.3805,10.1016/j.rineng.2023.101283
10.1109/TIM.2010.2049228,10.1109/TIM.2009.2030927
10.1109/TIM.2010.2049228,10.1145/1656274.1656278
10.1109/TIM.2010.2049228,10.1109/ESEM.2009.5315991
10.1109/TIM.2010.2049228,10.1109/ICEMI.2009.5274187
10.1109/TIM.2010.2049228,10.1109/TIM.2009.2017148
10.1007/s11042-022-14020-6,10.1109/SmartNets61466.2024.10577725
10.1007/s11042-022-14020-6,10.1177/1063293X211026620
10.1007/s11042-022-14020-6,10.1186/s43057-021-00053-4
10.1007/s11042-022-14020-6,10.1002/9781119769231.CH6
10.1007/s11042-022-14020-6,10.3390/diagnostics10050329
10.1007/s10916-018-1071-x,10.3389/fninf.2017.00061
10.1007/s10916-018-1071-x,10.1038/srep39880
10.1007/s10916-018-1071-x,10.1080/08839514.2016.1193716
10.1007/s10916-018-1071-x,10.3389/fncom.2015.00066
10.3390/app112210795,10.1007/978-3-030-85540-6_2
10.3390/app112210795,10.3390/sym12121986
10.3390/app112210795,10.3390/electronics9061001
10.3390/app112210795,10.3390/app10113740
10.1109/ACCESS.2024.3437738,10.1109/TNNLS.2023.3280963
10.1109/ACCESS.2024.3437738,10.1109/TBDATA.2022.3232761
10.1109/ACCESS.2024.3437738,10.1016/j.eswa.2023.120616
10.1109/ACCESS.2024.3437738,10.1016/j.eswa.2023.120455
10.1109/ACCESS.2024.3437738,10.1016/j.patcog.2023.109479
10.1109/TPAMI.2017.2737423,10.1109/ICCCNT56998.2023.10306417
10.1109/TPAMI.2017.2737423,10.1109/CVPR.2017.82
10.1109/TPAMI.2017.2737423,10.1109/ICCV.2017.478
10.1109/TPAMI.2017.2737423,10.1145/2926713
10.3390/APP11114834,10.1109/TMC.2019.2960778
10.3390/APP11114834,10.1109/DSC49826.2021.9346271
10.3390/APP11114834,10.1109/INFOCOM.2019.8737591
10.3390/APP11114834,10.1007/s10207-019-00449-8
10.1109/IGARSS39084.2020.9323718,10.3334/ORNLDAAC/1574
10.1109/IGARSS39084.2020.9323718,10.1109/IPSN.2014.6846738
10.1109/IGARSS39084.2020.9323718,10.5860/choice.44-0681
10.1109/IGARSS39084.2020.9323718,10.4135/9781452218564.n492
10.18653/v1/D17-1156,10.18653/V1/E17-3017
10.18653/v1/D17-1156,10.1073/pnas.1611835114
10.18653/v1/D17-1156,10.18653/v1/W16-2301
10.62754/joe.v4i1.6412,10.32996/jbms.2025.7.1.15
10.62754/joe.v4i1.6412,10.62754/joe.v4i1.6087
10.62754/joe.v4i1.6412,10.32996/jeas.2024.5.3.5
10.62754/joe.v4i1.6412,10.37547/tajet/volume06issue12-11
10.62754/joe.v4i1.6412,10.32996/jeas.2024.5.3.3
10.1002/mrm.29906,10.1002/mrm.29815
10.1002/mrm.29906,10.1002/mrm.29826
10.1002/mrm.29906,10.3390/en16052343
10.1002/mrm.29906,10.1088/1361-6560/aca512
10.1002/mrm.29906,10.1109/TBME.2022.3207057
10.1371/journal.pone.0257857,10.1016/j.csbj.2021.08.023
10.1371/journal.pone.0257857,10.3390/vaccines9060556
10.1371/journal.pone.0257857,10.1186/s12944-021-01439-3
10.1371/journal.pone.0257857,10.1038/s41366-021-00766-w
10.1371/journal.pone.0257857,10.1111/ijcp.14036
10.1167/iovs.12-11449,10.1111/aos.12650
10.1167/iovs.12-11449,10.1038/eye.2012.292
10.1167/iovs.12-11449,10.1167/iovs.12-9576
10.1167/iovs.12-11449,10.1016/j.ajo.2012.03.012
10.1515/pralin-2017-0029,10.1515/pralin-2016-0014
10.1515/pralin-2017-0029,10.3115/v1/W14-3348
10.1515/pralin-2017-0029,10.2478/v10108-012-0012-y
10.1109/TELFOR59449.2023.10372693,10.1109/IWSSIP58668.2023.10180259
10.1109/TELFOR59449.2023.10372693,10.3390/math11020372
10.1109/TELFOR59449.2023.10372693,10.23919/eusipco55093.2022.9909893
10.1109/TELFOR59449.2023.10372693,10.23919/eusipco55093.2022.9909531
10.1109/TELFOR59449.2023.10372693,10.3390/app12073411
10.1515/geo-2018-0036,10.1007/s12517-016-2600-x
10.1515/geo-2018-0036,10.1007/s12517-016-2374-1
10.1515/geo-2018-0036,10.1109/JSTARS.2015.2495142
10.1515/geo-2018-0036,10.1155/2015/876714
10.33022/ijcs.v13i2.3847,10.14500/aro.11080
10.33022/ijcs.v13i2.3847,10.1109/TCCN.2022.3186331
10.33022/ijcs.v13i2.3847,10.1155/2019/1283472
10.33022/ijcs.v13i2.3847,10.1109/PICICT.2017.26
10.33022/ijcs.v13i2.3847,10.1109/ACCESS.2024.3376670
10.1109/ICASSP.2008.4518024,10.1007/978-1-4471-0285-4
10.1109/ICASSP.2008.4518024,10.1002/0470013192.BSA297
10.1109/SANER50967.2021.00046,10.1016/j.future.2020.05.007
10.1109/SANER50967.2021.00046,10.1007/978-1-4842-5104-1_9
10.1109/SANER50967.2021.00046,10.1109/ICSE-SEIP.2019.00042
10.1109/SANER50967.2021.00046,10.1109/ICOEI.2017.8300883
10.1016/j.neucom.2010.07.012,10.1016/j.neucom.2010.05.022
10.1016/j.neucom.2010.07.012,10.1111/J.1751-5823.2009.00095_18.X
10.1016/j.neucom.2010.07.012,10.1007/s11432-009-0172-z
10.1016/j.neucom.2010.07.012,10.1109/TNN.2009.2024147
10.1016/j.neucom.2010.07.012,10.1016/j.neucom.2008.01.005
10.30534/ijeter/2020/138892020,10.30534/ijeter/2019/027122019
10.30534/ijeter/2020/138892020,10.30534/ijatcse/2019/38862019
10.30534/ijeter/2020/138892020,10.30534/ijeter/2019/127122019
10.30534/ijeter/2020/138892020,10.1002/ett.3627
10.1109/ICCUBEA58933.2023.10392135,10.1007/s11227-023-05132-3
10.1109/ICCUBEA58933.2023.10392135,10.3390/s23031392
10.1109/ICCUBEA58933.2023.10392135,10.1007/s44174-022-00060-x
10.1109/ICCUBEA58933.2023.10392135,10.1007/s42044-022-00104-x
10.1109/ICCUBEA58933.2023.10392135,10.1007/s12652-022-03750-y
10.1016/j.foodchem.2022.134562,10.1016/j.foodchem.2022.133504
10.1016/j.foodchem.2022.134562,10.1016/j.foodchem.2022.132870
10.1016/j.foodchem.2022.134562,10.3390/foods11070896
10.1016/j.foodchem.2022.134562,10.1111/1541-4337.12916
10.1016/j.foodchem.2022.134562,10.1016/j.foodchem.2022.132455
10.3390/EN11102575,10.1007/s00484-017-1479-x
10.3390/EN11102575,10.3390/EN10111846
10.3390/EN11102575,10.1007/s11277-016-3358-x
10.3390/EN11102575,10.1038/srep40437
10.3390/EN11102575,10.3390/s16101709
10.1109/TBME.2021.3080259,10.1016/j.bspc.2020.102099
10.1109/TBME.2021.3080259,10.1016/j.jneumeth.2020.108884
10.1109/TBME.2021.3080259,10.1093/cercor/bhaa109
10.1109/TBME.2021.3080259,10.1109/NCC48643.2020.9056022
10.1109/TBME.2021.3080259,10.1016/j.dib.2020.105213
10.1109/ELECO60389.2023.10415960,10.3844/jcssp.2020.1268.1277
10.1109/ELECO60389.2023.10415960,10.1007/s11235-019-00556-w
10.1109/ELECO60389.2023.10415960,10.1109/JIOT.2018.2832071
10.1109/ELECO60389.2023.10415960,10.1109/LWC.2018.2795605
10.1109/ELECO60389.2023.10415960,10.1109/PIMRC.2017.8292737
10.1109/SEEDA-CECNSM63478.2024.00019,10.1109/ICSC60394.2023.10441648
10.1109/SEEDA-CECNSM63478.2024.00019,10.1109/ICIEM59379.2023.10166032
10.1109/SEEDA-CECNSM63478.2024.00019,10.1016/j.dib.2022.108366
10.1109/SEEDA-CECNSM63478.2024.00019,10.48084/ETASR.2756
10.1109/SEEDA-CECNSM63478.2024.00019,10.1109/CVPR.2019.00899
10.1111/1468-5973.12311,10.1016/J.TRD.2019.03.002
10.1111/1468-5973.12311,10.1109/R10-HTC47129.2019.9042443
10.1111/1468-5973.12311,10.18653/v1/P19-1356
10.1111/1468-5973.12311,10.1145/3274464
10.1111/1468-5973.12311,10.1177/0894439317721985
10.1080/0284186X.2018.1468084,10.1002/9781118445112.stat07551
10.1080/0284186X.2018.1468084,10.1080/0284186X.2017.1415457
10.1080/0284186X.2018.1468084,10.1016/j.radonc.2016.02.030
10.1080/0284186X.2018.1468084,10.1118/1.4935343
10.1080/0284186X.2018.1468084,10.1002/jmri.24872
10.1093/clinchem/hvab239,10.1111/ijlh.13537
10.1093/clinchem/hvab239,10.1097/CCM.0000000000005085
10.1093/clinchem/hvab239,10.1097/CCM.0000000000005027
10.1093/clinchem/hvab239,10.1038/s41467-021-20910-4
10.1093/clinchem/hvab239,10.1038/s41598-021-87463-w
10.48175/ijarsct-3258,10.5220/0010215303190328
10.48175/ijarsct-3258,10.1109/ACCESS.2020.3030184
10.48175/ijarsct-3258,10.1016/j.ijdrr.2020.101584
10.48175/ijarsct-3258,10.1109/ICESC48915.2020.9156031
10.48175/ijarsct-3258,10.1109/TNSM.2020.3031034
10.1007/s00165-021-00543-6,10.1007/s00165-020-00508-1
10.1007/s00165-021-00543-6,10.1002/inst.12282
10.1007/s00165-021-00543-6,10.1109/TR.2019.2936072
10.1007/s00165-021-00543-6,10.1145/3376897.3377864
10.1007/s00165-021-00543-6,10.1109/ICST46399.2020.00019
10.1088/1361-6560/ab9efc,10.1088/1361-6560/ab2cb0
10.1088/1361-6560/ab9efc,10.1088/1361-6560/ab1ba0
10.1088/1361-6560/ab9efc,10.1088/1361-6560/aafd52
10.1088/1361-6560/ab9efc,10.1109/TRPMS.2018.2884320
10.1088/1361-6560/ab9efc,10.1002/mp.12906
10.1029/2021GC009946,10.1126/sciadv.abd0953
10.1029/2021GC009946,10.1029/2020GL088950
10.1029/2021GC009946,10.1130/geol.s.12777605.v1
10.1029/2021GC009946,10.1029/2019JB018232
10.1029/2021GC009946,10.1038/s41586-020-2045-y
10.1145/3558884.3558888,10.3390/s22010408
10.1145/3558884.3558888,10.1109/SENSORS47125.2020.9278630
10.1145/3558884.3558888,10.3389/fpsyg.2020.01111
10.1145/3558884.3558888,10.1186/s12864-019-6413-7
10.1145/3558884.3558888,10.1007/s00779-020-01427-x
10.1016/j.comcom.2022.07.010,10.1109/TC.2021.3131040
10.1016/j.comcom.2022.07.010,10.3390/info13060303
10.1016/j.comcom.2022.07.010,10.3390/s22114077
10.1016/j.comcom.2022.07.010,10.1109/JSEN.2022.3153362
10.1016/j.comcom.2022.07.010,10.1007/s11042-022-12481-3
10.1631/jzus.C1001006,10.1145/1555400.1555495
10.1631/jzus.C1001006,10.1007/978-3-540-89533-6_41
10.1631/jzus.C1001006,10.11925/INFOTECH.1003-3513.2008.01.05
10.1371/journal.pone.0142753,10.1371/journal.pone.0126151
10.1371/journal.pone.0142753,10.1186/s12859-014-0423-x
10.1371/journal.pone.0142753,10.1016/j.ydbio.2013.05.009
10.1371/journal.pone.0142753,10.1105/tpc.113.113159
10.1371/journal.pone.0142753,10.1093/nar/gkt466
10.1186/s12885-021-08704-9,10.18632/oncotarget.27617
10.1186/s12885-021-08704-9,10.3390/cancers12020392
10.1186/s12885-021-08704-9,10.2217/hep-2019-0007
10.1186/s12885-021-08704-9,10.1038/s41388-020-1175-x
10.1186/s12885-021-08704-9,10.1186/s12885-019-6489-0
10.1109/TETC.2022.3223630,10.46647/ijetms.2022.v06i05.052
10.1109/TETC.2022.3223630,10.1109/jssc.2022.3140753
10.1109/TETC.2022.3223630,10.1145/3476986
10.1109/TETC.2022.3223630,10.23919/VLSICircuits52068.2021.9492347
10.1109/TETC.2022.3223630,10.1145/3447818.3460366
10.3390/APP8081280,10.1007/978-1-4899-7687-1_100150
10.3390/APP8081280,10.1016/J.APACOUST.2018.03.010
10.3390/APP8081280,10.1016/J.INFRARED.2017.12.015
10.3390/APP8081280,10.3390/s18020416
10.3390/APP8081280,10.3390/s18020405
10.1007/s11704-010-0388-5,10.1007/978-3-540-74205-0_52
10.1007/s11704-010-0388-5,10.1007/s10115-008-0173-z
10.1007/s11704-010-0388-5,10.1142/S0218001408006703
10.1007/s11704-010-0388-5,10.1109/FSKD.2007.161
10.1007/s11704-010-0388-5,10.1023/A:1024099825458
10.30630/joiv.6.1.859,10.24018/compute.2021.1.5.33
10.30630/joiv.6.1.859,10.5626/JOK.2021.48.3.257
10.30630/joiv.6.1.859,10.1016/j.future.2020.10.008
10.30630/joiv.6.1.859,10.1016/j.ymssp.2019.106587
10.30630/joiv.6.1.859,10.1088/1742-6596/1288/1/012053
10.1371/journal.pone.0272991,10.1055/s-0041-1731390
10.1371/journal.pone.0272991,10.18653/v1/2021.acl-long.551
10.1371/journal.pone.0272991,10.1142/s0219649220500331
10.1371/journal.pone.0272991,10.21608/ejle.2020.42018.1012
10.3389/fnins.2023.1143239,10.3389/fneur.2022.1065942
10.3389/fnins.2023.1143239,10.1038/s41598-022-26945-x
10.3389/fnins.2023.1143239,10.1038/s41398-022-02223-2
10.3389/fnins.2023.1143239,10.1161/STROKEAHA.122.039068
10.3389/fnins.2023.1143239,10.1016/j.phymed.2022.154297
10.1088/1748-0221/19/07/p07013,10.1103/physrevaccelbeams.26.104601
10.1088/1748-0221/19/07/p07013,10.1103/physrevaccelbeams.27.072801
10.1088/1748-0221/19/07/p07013,10.1103/physreve.107.045302
10.1088/1748-0221/19/07/p07013,10.1088/1742-6596/2420/1/012068
10.1088/1748-0221/19/07/p07013,10.1103/PhysRevLett.130.145001
10.1117/1.JBO.29.2.020901,10.1038/s41598-023-39618-0
10.1117/1.JBO.29.2.020901,10.1093/jbcr/irad051
10.1117/1.JBO.29.2.020901,10.1038/s41598-023-28164-4
10.1117/1.JBO.29.2.020901,10.1364/boe.479567
10.1117/1.JBO.29.2.020901,10.1016/j.burns.2022.07.006
10.1109/ICASSP39728.2021.9414785,10.1109/TWC.2021.3128392
10.1109/ICASSP39728.2021.9414785,10.1109/TWC.2021.3098632
10.1109/ICASSP39728.2021.9414785,10.1109/TWC.2020.3039309
10.1109/ICASSP39728.2021.9414785,10.1109/TWC.2020.3037554
10.1109/ICASSP39728.2021.9414785,10.1109/TWC.2020.3024629
10.3390/s23063251,10.3390/bios12121182
10.3390/s23063251,10.7150/ijms.77818
10.3390/s23063251,10.1155/2022/9664346
10.3390/s23063251,10.3390/s22052032
10.3390/s23063251,10.1080/15438627.2021.1954513
10.1007/s00586-022-07238-3,10.1007/s00586-021-06866-5
10.1007/s00586-022-07238-3,10.1177/2192568220973984
10.1007/s00586-022-07238-3,10.3389/fsurg.2020.00054
10.1007/s00586-022-07238-3,10.1002/jor.24829
10.1007/s00586-022-07238-3,10.1002/jor.24658
10.1021/acs.jcim.3c00032,10.1016/j.csbj.2022.05.016
10.1021/acs.jcim.3c00032,10.1021/acschemneuro.2c00154
10.1021/acs.jcim.3c00032,10.1101/2021.03.18.434755
10.1021/acs.jcim.3c00032,10.1073/pnas.2005274117
10.1021/acs.jcim.3c00032,10.1016/j.cell.2020.03.003
10.1109/ICROM.2015.7367857,10.1109/TPAMI.2015.2509974
10.1109/ICROM.2015.7367857,10.1109/ICROM.2014.6991006
10.1109/ICROM.2015.7367857,10.1109/CVPR.2013.312
10.1109/ICROM.2015.7367857,10.1007/978-3-642-33765-9_50
10.1109/ICROM.2015.7367857,10.1007/978-3-642-33712-3_62
10.1109/LWC.2024.3377275,10.1109/TCCN.2023.3342409
10.1109/LWC.2024.3377275,10.1109/COMSNETS56262.2023.10041300
10.1109/LWC.2024.3377275,10.1109/ICC45855.2022.9839170
10.1109/LWC.2024.3377275,10.1109/GCWkshps45667.2019.9024531
10.1109/LWC.2024.3377275,10.1109/VTCSpring.2014.7022848
10.1007/s11356-023-28466-0,10.1016/j.procs.2022.12.080
10.3390/genes14091695,10.1016/j.jprot.2022.104699
10.3390/genes14091695,10.1186/s12863-022-01054-w
10.3390/genes14091695,10.3390/ani12010119
10.3390/genes14091695,10.1007/s00438-021-01836-4
10.3390/genes14091695,10.3389/fgene.2021.649140
10.22399/ijcesen.686,10.22399/ijcesen.678
10.22399/ijcesen.686,10.22399/ijcesen.623
10.22399/ijcesen.686,10.22399/ijcesen.587
10.22399/ijcesen.686,10.22399/ijcesen.597
10.22399/ijcesen.686,10.22399/ijcesen.676
10.1109/ICDT61202.2024.10489086,10.1109/NMITCON58196.2023.10276289
10.1109/ICDT61202.2024.10489086,10.1155/2023/1110500
10.1109/ICDT61202.2024.10489086,10.1002/dac.5524
10.1109/ICDT61202.2024.10489086,10.11591/ijece.v13i2.pp2177-2185
10.1109/ICDT61202.2024.10489086,10.1155/2023/9418666
10.3390/rs14112676,10.3390/min12010049
10.3390/rs14112676,10.1016/j.rse.2021.112790
10.3390/rs14112676,10.1016/j.oregeorev.2021.104514
10.3390/rs14112676,10.1080/08120099.2021.1971763
10.3390/rs14112676,10.14778/3407790.3407813
10.1109/HOST49136.2021.9702287,10.1145/3445814.3446747
10.1109/HOST49136.2021.9702287,10.1109/DSN48063.2020.00032
10.1109/HOST49136.2021.9702287,10.1109/SP40000.2020.00057
10.1109/HOST49136.2021.9702287,10.1145/3373376.3378532
10.1038/s41598-024-61443-2,10.1016/j.compind.2022.103764
10.1038/s41598-024-61443-2,10.1007/s10845-022-01939-8
10.1038/s41598-024-61443-2,10.1016/j.cad.2022.103226
10.1038/s41598-024-61443-2,10.1007/s10845-021-01827-7
10.1038/s41598-024-61443-2,10.1109/TII.2020.3030620
10.1109/ICCUBEA.2018.8697458,10.1109/iccubea.2018.8697477
10.1109/ICCUBEA.2018.8697458,10.5120/IJCA2017913083
10.1109/ICCUBEA.2018.8697458,10.1109/CVPR.2016.414
10.1109/ICCUBEA.2018.8697458,10.5244/C.31.97
10.1007/s11356-024-35529-3,10.3390/w16192748
10.1007/s11356-024-35529-3,10.1016/j.gsd.2024.101329
10.1007/s11356-024-35529-3,10.1038/s41598-024-70610-4
10.1007/s11356-024-35529-3,10.1016/j.jhydrol.2024.131418
10.1007/s11356-024-35529-3,10.1016/j.gsd.2024.101152
10.1109/IJCNN48605.2020.9207724,10.1016/j.neucom.2020.02.132
10.1109/IJCNN48605.2020.9207724,10.1016/j.patcog.2019.107150
10.1109/IJCNN48605.2020.9207724,10.1145/3387131
10.1109/IJCNN48605.2020.9207724,10.1016/j.eswa.2019.113072
10.1109/IJCNN48605.2020.9207724,10.1002/ett.3820
10.1109/ISIT50566.2022.9834691,10.1109/TPAMI.2023.3234160
10.1145/3383972.3384020,10.1613/JAIR.1.11675
10.1145/3383972.3384020,10.26615/978-954-452-049-6_086
10.1145/3383972.3384020,10.1007/s10579-015-9317-4
10.1109/JSEN.2022.3227099,10.1109/jsen.2022.3161596
10.1109/JSEN.2022.3227099,10.1016/J.APACOUST.2021.108243
10.1109/JSEN.2022.3227099,10.1109/jsen.2021.3102019
10.1109/JSEN.2022.3227099,10.1109/JSEN.2021.3082294
10.1109/JSEN.2022.3227099,10.1016/j.measurement.2020.108777
10.2139/ssrn.4778198,10.3390/app122010653
10.2139/ssrn.4778198,10.3390/s22030993
10.2139/ssrn.4778198,10.1109/ICISS49785.2020.9315983
10.2139/ssrn.4778198,10.1109/ICASSP.2018.8461757
10.2139/ssrn.4778198,10.1109/TAFFC.2015.2457417
10.3390/foods13071037,10.1016/j.postharvbio.2023.112513
10.3390/foods13071037,10.1016/j.jfca.2023.105528
10.3390/foods13071037,10.1016/j.jfca.2023.105150
10.3390/foods13071037,10.3390/molecules27206795
10.3390/foods13071037,10.1002/fsn3.3010
10.1109/ICLO59702.2024.10624371,10.3322/caac.21763
10.1109/ICLO59702.2024.10624371,10.1364/boe.447687
10.1109/ICLO59702.2024.10624371,10.1038/s41598-020-71089-5
10.1109/ICLO59702.2024.10624371,10.2967/jnumed.116.186346
10.1109/TNSRE.2019.2956487,10.1016/J.CMPB.2019.105003
10.1109/TNSRE.2019.2956487,10.1093/gerona/glx254
10.1109/TNSRE.2019.2956487,10.1016/j.medengphy.2018.12.008
10.1109/TNSRE.2019.2956487,10.1007/978-3-030-11024-6_12
10.1109/TNSRE.2019.2956487,10.1038/s41598-018-22492-6
10.14569/ijacsa.2024.0150542,10.1016/j.jii.2023.100547
10.14569/ijacsa.2024.0150542,10.1109/ICDE55515.2023.00123
10.14569/ijacsa.2024.0150542,10.1109/ICCMSO58359.2022.00035
10.14569/ijacsa.2024.0150542,10.1109/ICCMSO58359.2022.00023
10.14569/ijacsa.2024.0150542,10.48550/arXiv.2207.03536
10.5626/jcse.2010.4.2.110,10.5626/jcse.2010.4.2.153
10.5626/jcse.2010.4.2.110,10.5626/jcse.2010.4.2.173
10.5626/jcse.2010.4.2.110,10.1002/wics.49
10.5626/jcse.2010.4.2.110,10.1145/505282.505283
10.5626/jcse.2010.4.2.110,10.1108/K.2001.30.1.103.6
10.1007/s13042-022-01553-3,10.1145/3544558
10.1007/s13042-022-01553-3,10.1002/asi.24493
10.1007/s13042-022-01553-3,10.1007/s13042-021-01321-9
10.1007/s13042-022-01553-3,10.1007/s13042-020-01232-1
10.1007/s13042-022-01553-3,10.18653/v1/2020.findings-emnlp.394
10.1155/2021/7577349,10.1109/TIE.2019.2952824
10.1155/2021/7577349,10.1109/TNSE.2018.2830307
10.1155/2021/7577349,10.1016/j.automatica.2019.108561
10.1155/2021/7577349,10.1109/TMM.2017.2763321
10.1155/2021/7577349,10.1016/j.compag.2018.01.009
10.1007/s11042-020-09639-2,10.1007/s00521-020-04839-1
10.1007/s11042-020-09639-2,10.1007/s10586-020-03075-5
10.1007/s11042-020-09639-2,10.1016/j.jksuci.2020.01.015
10.1007/s11042-020-09639-2,10.1007/978-3-030-26766-7_60
10.1007/s11042-020-09639-2,10.1016/J.SWEVO.2019.03.004
10.5468/ogs.21234,10.1038/s41591-021-01354-1
10.5468/ogs.21234,10.1007/s00330-021-07915-9
10.5468/ogs.21234,10.1038/s41598-021-86906-8
10.5468/ogs.21234,10.1111/1471-0528.16700
10.5468/ogs.21234,10.3389/frai.2021.622616
10.1039/d4cp04185b,10.1021/acs.jpclett.4c01751
10.1039/d4cp04185b,10.1021/acs.jpcb.4c01077
10.1039/d4cp04185b,10.1088/1674-1056/ad0bf1
10.1039/d4cp04185b,10.1021/acsomega.3c05078
10.1039/d4cp04185b,10.1021/acs.jctc.3c00776
10.1080/00051144.2023.2225344,10.1007/s10664-020-09898-5
10.1080/00051144.2023.2225344,10.1007/s11334-020-00383-2
10.1080/00051144.2023.2225344,10.1080/1206212X.2020.1855705
10.1080/00051144.2023.2225344,10.1007/s10515-020-00277-4
10.1080/00051144.2023.2225344,10.1007/s10664-020-09881-0
10.1021/acs.jctc.2c00254,10.1073/pnas.2113533118
10.1021/acs.jctc.2c00254,10.1038/s41467-020-20310-0
10.1021/acs.jctc.2c00254,10.3389/fmolb.2020.00106
10.1021/acs.jctc.2c00254,10.1021/acs.jpclett.0c00535
10.1021/acs.jctc.2c00254,10.1021/acs.jpclett.0c01125
10.1007/s40846-022-00758-9,10.1016/j.compbiomed.2022.105931
10.1007/s40846-022-00758-9,10.3390/electronics11030343
10.1007/s40846-022-00758-9,10.3390/electronics10233037
10.1007/s40846-022-00758-9,10.1186/s12911-021-01534-6
10.1007/s40846-022-00758-9,10.1186/s40708-021-00133-5
10.5194/amt-15-7211-2022,10.1016/j.jweia.2021.104754
10.5194/amt-15-7211-2022,10.1007/s11263-024-02117-4
