Paper_DOI,Reviewer_ID,Decision,Comment
10.3390/ijerph16142598,92636425.0,1,Good Experimental scheme.
10.3390/ijerph16142598,35001616.0,1,Good Experimental scheme.
10.3390/ijerph16142598,103194211.0,1,Findings are novel.
10.1016/j.cor.2022.105897,50325336.0,1,Findings are novel.
10.1016/j.cor.2022.105897,2218359279.0,0,TNo novelty.
10.1016/j.cor.2022.105897,2116416955.0,0,Bad writing quality
10.3390/electronics12122715,47124816.0,0,Bad writing quality
10.3390/electronics12122715,2144242232.0,1,Well-written and clear paper.
10.3390/electronics12122715,2290194060.0,1,Well-written and clear paper.
10.29207/joseit.v2i2.5460,2118039497.0,1,This paper makes a significant contribution.
10.29207/joseit.v2i2.5460,35041813.0,1,Well-written and clear paper.
10.29207/joseit.v2i2.5460,1725055.0,1,Well-written and clear paper.
10.1007/978-3-030-03146-6_44,144971017.0,0,Minor and unclear contribution.
10.1007/978-3-030-03146-6_44,1681374.0,0,TNo novelty.
10.1007/978-3-030-03146-6_44,1581450311.0,1,Findings are novel.
10.1109/ISCIT63075.2024.10793695,50884121.0,1,Findings are novel.
10.1109/ISCIT63075.2024.10793695,14938970.0,1,Findings are novel.
10.1109/ISCIT63075.2024.10793695,2124230435.0,1,Well-written and clear paper.
10.1088/1674-1056/ad4328,39283702.0,0,Minor and unclear contribution.
10.1088/1674-1056/ad4328,2040125.0,1,Good Experimental scheme.
10.1088/1674-1056/ad4328,2057852130.0,1,Well-written and clear paper.
10.1002/aisy.202300402,114406096.0,1,Well-written and clear paper.
10.1002/aisy.202300402,9727096.0,1,Findings are novel.
10.1002/aisy.202300402,144761700.0,0,The methodology has flaws.
10.1109/RoEduNet51892.2020.9324855,73478587.0,1,This paper makes a significant contribution.
10.1109/RoEduNet51892.2020.9324855,5364177.0,1,Well-written and clear paper.
10.1109/RoEduNet51892.2020.9324855,2222176832.0,1,Findings are novel.
10.1126/science.add8258,3383265.0,1,Findings are novel.
10.1126/science.add8258,66856665.0,0,TNo novelty.
10.1126/science.add8258,1999480.0,0,Bad writing quality
10.1007/s10909-020-02545-9,2647304.0,1,Well-written and clear paper.
10.1007/s10909-020-02545-9,3399019.0,0,The methodology has flaws.
10.1007/s10909-020-02545-9,2111773804.0,1,Findings are novel.
10.1109/TENCON.2005.300837,1381189143.0,0,The methodology has flaws.
10.1109/TENCON.2005.300837,2172163915.0,0,TNo novelty.
10.1109/TENCON.2005.300837,2128413704.0,0,TNo novelty.
10.1109/INDIN51773.2022.9976072,1829456.0,1,Good Experimental scheme.
10.1109/INDIN51773.2022.9976072,1936237.0,0,The methodology has flaws.
10.1109/INDIN51773.2022.9976072,4426834.0,1,Findings are novel.
10.1109/SNAMS.2018.8554834,2624012.0,0,TNo novelty.
10.1109/SNAMS.2018.8554834,2307279226.0,1,Findings are novel.
10.1109/SNAMS.2018.8554834,2068739201.0,0,TNo novelty.
10.1021/acs.jpca.1c09984,9910170.0,1,Findings are novel.
10.1021/acs.jpca.1c09984,2152582807.0,1,Well-written and clear paper.
10.1021/acs.jpca.1c09984,144607241.0,1,Well-written and clear paper.
10.3390/ijfs11030094,2297389947.0,0,Minor and unclear contribution.
10.3390/ijfs11030094,29649827.0,0,The methodology has flaws.
10.3390/ijfs11030094,47810926.0,0,TNo novelty.
10.1109/M2VIP58386.2023.10413402,2304181277.0,0,TNo novelty.
10.1109/M2VIP58386.2023.10413402,145704251.0,1,Good Experimental scheme.
10.1109/M2VIP58386.2023.10413402,8552088.0,1,Findings are novel.
10.3390/sym13030486,46288419.0,0,TNo novelty.
10.3390/sym13030486,1824142.0,0,The methodology has flaws.
10.3390/sym13030486,6203664.0,1,Good Experimental scheme.
10.22247/ijcna/2025/02,1717045.0,1,Well-written and clear paper.
10.22247/ijcna/2025/02,2057770112.0,1,This paper makes a significant contribution.
10.22247/ijcna/2025/02,2241401893.0,1,Good Experimental scheme.
10.1177/21925682231162817,40599560.0,0,TNo novelty.
10.1177/21925682231162817,7766661.0,0,Minor and unclear contribution.
10.1177/21925682231162817,1829508.0,0,TNo novelty.
10.1097/00000539-199906000-00001,48602808.0,0,Bad writing quality
10.1097/00000539-199906000-00001,2013278512.0,0,The methodology has flaws.
10.1097/00000539-199906000-00001,2351348302.0,0,Bad writing quality
10.1371/journal.pone.0312395,31182964.0,1,Findings are novel.
10.1371/journal.pone.0312395,108035626.0,0,Bad writing quality
10.1371/journal.pone.0312395,2215593210.0,1,Good Experimental scheme.
10.1109/CEIT.2015.7232991,102511875.0,0,The methodology has flaws.
10.1109/CEIT.2015.7232991,2065531621.0,0,Bad writing quality
10.1109/CEIT.2015.7232991,103166760.0,1,Well-written and clear paper.
10.1109/ISADS56919.2023.10092137,35346165.0,1,This paper makes a significant contribution.
10.1109/ISADS56919.2023.10092137,2348591192.0,1,Findings are novel.
10.1109/ISADS56919.2023.10092137,40430910.0,1,This paper makes a significant contribution.
10.1109/CICN56167.2022.10008343,2650089.0,1,This paper makes a significant contribution.
10.1109/CICN56167.2022.10008343,39523803.0,0,The methodology has flaws.
10.1109/CICN56167.2022.10008343,2396932.0,0,Bad writing quality
10.56705/ijodas.v3i1.42,2201226118.0,1,This paper makes a significant contribution.
10.56705/ijodas.v3i1.42,2936977.0,0,The methodology has flaws.
10.56705/ijodas.v3i1.42,153557345.0,0,TNo novelty.
10.1109/JBHI.2024.3372649,1511719431.0,0,The methodology has flaws.
10.1109/JBHI.2024.3372649,38188040.0,0,The methodology has flaws.
10.1109/JBHI.2024.3372649,2429521.0,0,Minor and unclear contribution.
10.1109/ICNC59896.2024.10556143,3112635.0,0,The methodology has flaws.
10.1109/ICNC59896.2024.10556143,2110221011.0,0,Minor and unclear contribution.
10.1109/ICNC59896.2024.10556143,48617533.0,0,The methodology has flaws.
10.1186/s12890-024-03160-0,143656272.0,0,Minor and unclear contribution.
10.1186/s12890-024-03160-0,88929936.0,1,Well-written and clear paper.
10.1186/s12890-024-03160-0,143902286.0,0,Minor and unclear contribution.
10.1155/ASP.2005.3128,2301110889.0,0,The methodology has flaws.
10.1155/ASP.2005.3128,1398718900.0,0,Bad writing quality
10.1155/ASP.2005.3128,49417620.0,1,Well-written and clear paper.
10.1109/SMART52563.2021.9676299,31945636.0,0,Minor and unclear contribution.
10.1109/SMART52563.2021.9676299,1713834.0,1,Findings are novel.
10.1109/SMART52563.2021.9676299,144313566.0,0,Bad writing quality
10.1016/J.PSEP.2019.01.013,51302135.0,0,The methodology has flaws.
10.1016/J.PSEP.2019.01.013,7190307.0,0,TNo novelty.
10.1016/J.PSEP.2019.01.013,8499757.0,0,Minor and unclear contribution.
10.3390/nano12081269,47608022.0,1,This paper makes a significant contribution.
10.3390/nano12081269,152813100.0,1,Well-written and clear paper.
10.3390/nano12081269,40457423.0,0,The methodology has flaws.
10.37943/19ppfn3256,36757285.0,0,Bad writing quality
10.37943/19ppfn3256,152959686.0,1,Findings are novel.
10.37943/19ppfn3256,2114851822.0,1,Good Experimental scheme.
10.1109/ICSPCC46631.2019.8960779,47609809.0,0,TNo novelty.
10.1109/ICSPCC46631.2019.8960779,3590468.0,1,Well-written and clear paper.
10.1109/ICSPCC46631.2019.8960779,2425520.0,0,Minor and unclear contribution.
10.1109/DSIT61374.2024.10881634,2257341713.0,0,TNo novelty.
10.1109/DSIT61374.2024.10881634,7701297.0,0,Minor and unclear contribution.
10.1109/DSIT61374.2024.10881634,2246688359.0,0,Bad writing quality
10.1177/2053951719849444,97955160.0,0,The methodology has flaws.
10.1177/2053951719849444,6869227.0,0,The methodology has flaws.
10.1177/2053951719849444,95486928.0,1,Good Experimental scheme.
10.48175/ijarsct-15350,2145966907.0,0,Minor and unclear contribution.
10.48175/ijarsct-15350,69002609.0,0,Minor and unclear contribution.
10.48175/ijarsct-15350,144494033.0,0,Minor and unclear contribution.
10.1186/1471-2105-7-319,2136022999.0,1,This paper makes a significant contribution.
10.1186/1471-2105-7-319,14017536.0,0,The methodology has flaws.
10.1186/1471-2105-7-319,40657747.0,1,Findings are novel.
10.2514/1.i010772,50409364.0,1,This paper makes a significant contribution.
10.2514/1.i010772,50262635.0,0,TNo novelty.
10.2514/1.i010772,1520084020.0,1,This paper makes a significant contribution.
10.1109/TNSM.2022.3225217,2275531306.0,0,The methodology has flaws.
10.1109/TNSM.2022.3225217,1769017.0,1,Well-written and clear paper.
10.1109/TNSM.2022.3225217,143834636.0,1,This paper makes a significant contribution.
10.1109/ICME55011.2023.00041,12593803.0,0,The methodology has flaws.
10.1109/ICME55011.2023.00041,2314455767.0,1,Well-written and clear paper.
10.1109/ICME55011.2023.00041,1795716.0,1,Findings are novel.
10.33395/sinkron.v8i3.12721,2078468785.0,0,The methodology has flaws.
10.33395/sinkron.v8i3.12721,2111636793.0,1,Good Experimental scheme.
10.33395/sinkron.v8i3.12721,2334915568.0,0,The methodology has flaws.
10.1038/s41467-019-10827-4,2115422697.0,1,Well-written and clear paper.
10.1038/s41467-019-10827-4,2119315296.0,0,Minor and unclear contribution.
10.1038/s41467-019-10827-4,2188218140.0,0,The methodology has flaws.
10.54254/2755-2721/5/20230649,2278860719.0,0,Minor and unclear contribution.
10.54254/2755-2721/5/20230649,1399565578.0,1,Good Experimental scheme.
10.54254/2755-2721/5/20230649,2188826056.0,0,Bad writing quality
10.1115/1.4065165,2269101391.0,0,The methodology has flaws.
10.1115/1.4065165,34570991.0,1,Findings are novel.
10.1115/1.4065165,2296610922.0,1,This paper makes a significant contribution.
10.1109/ICRAIE59459.2023.10468126,38218069.0,1,Good Experimental scheme.
10.1109/ICRAIE59459.2023.10468126,2152469362.0,1,Well-written and clear paper.
10.1109/ICRAIE59459.2023.10468126,71516522.0,1,Findings are novel.
10.3390/jpm13020367,1491174511.0,1,Well-written and clear paper.
10.3390/jpm13020367,2108120664.0,0,The methodology has flaws.
10.3390/jpm13020367,2269084028.0,1,This paper makes a significant contribution.
10.1007/s13201-022-01830-0,37600796.0,0,Minor and unclear contribution.
10.1007/s13201-022-01830-0,4937981.0,0,Minor and unclear contribution.
10.1007/s13201-022-01830-0,2217097113.0,1,Findings are novel.
10.1016/j.conbuildmat.2022.127933,1912439709.0,1,This paper makes a significant contribution.
10.1016/j.conbuildmat.2022.127933,3088540.0,0,The methodology has flaws.
10.1016/j.conbuildmat.2022.127933,2048586.0,0,TNo novelty.
10.3390/buildings14030820,3700675.0,1,Findings are novel.
10.3390/buildings14030820,6246173.0,1,Well-written and clear paper.
10.3390/buildings14030820,1689604.0,0,Minor and unclear contribution.
10.1136/ANNRHEUMDIS-2020-EULAR.4424,1400918473.0,1,Findings are novel.
10.1136/ANNRHEUMDIS-2020-EULAR.4424,2059529796.0,0,Bad writing quality
10.1136/ANNRHEUMDIS-2020-EULAR.4424,1398300056.0,0,Minor and unclear contribution.
10.2139/ssrn.4236282,2058378451.0,0,TNo novelty.
10.2139/ssrn.4236282,3192083.0,0,The methodology has flaws.
10.2139/ssrn.4236282,145967011.0,0,Bad writing quality
10.5121/ijwest.2021.12401,1970705.0,0,Bad writing quality
10.5121/ijwest.2021.12401,2657488.0,0,TNo novelty.
10.5121/ijwest.2021.12401,144817809.0,0,Bad writing quality
10.28991/cej-2020-03091495,2212653.0,0,TNo novelty.
10.28991/cej-2020-03091495,120903733.0,0,Bad writing quality
10.28991/cej-2020-03091495,6847090.0,0,Bad writing quality
10.1007/s13042-013-0171-7,2124034516.0,1,This paper makes a significant contribution.
10.1007/s13042-013-0171-7,2116764030.0,1,Good Experimental scheme.
10.1007/s13042-013-0171-7,3429623.0,0,The methodology has flaws.
10.1109/ACCESS.2021.3075686,102696441.0,0,Bad writing quality
10.1109/ACCESS.2021.3075686,2145771970.0,1,Good Experimental scheme.
10.1109/ACCESS.2021.3075686,103271187.0,1,This paper makes a significant contribution.
10.14455/10.14455/isec.2023.10(1).str-36,2256195344.0,0,The methodology has flaws.
10.14455/10.14455/isec.2023.10(1).str-36,4889956.0,0,Bad writing quality
10.14455/10.14455/isec.2023.10(1).str-36,114266497.0,1,Findings are novel.
10.1002/gepi.22341,50883984.0,1,Good Experimental scheme.
10.1002/gepi.22341,104305168.0,0,Minor and unclear contribution.
10.1002/gepi.22341,91005278.0,1,Good Experimental scheme.
10.5121/ijcsit.2023.15102,143668714.0,1,Findings are novel.
10.5121/ijcsit.2023.15102,120809928.0,0,Minor and unclear contribution.
10.5121/ijcsit.2023.15102,2074784356.0,0,TNo novelty.
10.1097/JU.0000000000002607.02,81427602.0,0,TNo novelty.
10.1097/JU.0000000000002607.02,32190097.0,0,Minor and unclear contribution.
10.1097/JU.0000000000002607.02,30612688.0,1,Well-written and clear paper.
10.55041/ijsrem13429,2052083045.0,1,This paper makes a significant contribution.
10.55041/ijsrem13429,49781544.0,0,The methodology has flaws.
10.55041/ijsrem13429,2171688926.0,1,Well-written and clear paper.
10.54554/jtec.2024.16.03.001,2262175961.0,1,Findings are novel.
10.54554/jtec.2024.16.03.001,81354536.0,1,Good Experimental scheme.
10.54554/jtec.2024.16.03.001,2336890600.0,0,The methodology has flaws.
10.1109/ICCCNT56998.2023.10307984,2152625840.0,1,Good Experimental scheme.
10.1109/ICCCNT56998.2023.10307984,2116179337.0,0,TNo novelty.
10.1109/ICCCNT56998.2023.10307984,8155680.0,1,Findings are novel.
10.1057/s41599-021-00792-z,2326524375.0,1,Well-written and clear paper.
10.1057/s41599-021-00792-z,2043271317.0,1,Well-written and clear paper.
10.1057/s41599-021-00792-z,144166745.0,1,Well-written and clear paper.
10.26438/IJCSE/V7I1.601605,34664834.0,1,Good Experimental scheme.
10.26438/IJCSE/V7I1.601605,4597749.0,1,Good Experimental scheme.
10.26438/IJCSE/V7I1.601605,31498285.0,0,The methodology has flaws.
10.1109/IHMSC.2015.181,91718860.0,1,Well-written and clear paper.
10.1109/IHMSC.2015.181,2144374801.0,1,This paper makes a significant contribution.
10.1109/IHMSC.2015.181,97923578.0,0,Bad writing quality
10.1016/j.jece.2024.111909,51204608.0,0,The methodology has flaws.
10.1016/j.jece.2024.111909,2678812.0,0,Minor and unclear contribution.
10.1016/j.jece.2024.111909,151473133.0,1,This paper makes a significant contribution.
10.48550/arXiv.2408.05284,145770121.0,1,Good Experimental scheme.
10.48550/arXiv.2408.05284,2136296459.0,0,TNo novelty.
10.48550/arXiv.2408.05284,3356284.0,0,The methodology has flaws.
10.1109/ISAPE62431.2024.10840886,6715739.0,0,Minor and unclear contribution.
10.1109/ISAPE62431.2024.10840886,46384003.0,0,Minor and unclear contribution.
10.1109/ISAPE62431.2024.10840886,2226868076.0,0,The methodology has flaws.
10.5753/jisa.2024.3805,2055976646.0,1,Findings are novel.
10.5753/jisa.2024.3805,2130178222.0,0,The methodology has flaws.
10.5753/jisa.2024.3805,7014653.0,1,Findings are novel.
10.1109/TIM.2010.2049228,3332736.0,0,The methodology has flaws.
10.1109/TIM.2010.2049228,2000189278.0,0,Bad writing quality
10.1109/TIM.2010.2049228,2071621314.0,1,Good Experimental scheme.
10.1007/s11042-022-14020-6,47560240.0,1,This paper makes a significant contribution.
10.1007/s11042-022-14020-6,1597437702.0,0,Bad writing quality
10.1007/s11042-022-14020-6,1600794390.0,1,This paper makes a significant contribution.
10.1007/s10916-018-1071-x,4964636.0,1,Well-written and clear paper.
10.1007/s10916-018-1071-x,2381501.0,1,Good Experimental scheme.
10.1007/s10916-018-1071-x,37365786.0,0,TNo novelty.
10.3390/app112210795,2300714018.0,0,Minor and unclear contribution.
10.3390/app112210795,4324998.0,1,Well-written and clear paper.
10.3390/app112210795,92804827.0,0,TNo novelty.
10.3366/iur.2023.0588,2113905.0,1,This paper makes a significant contribution.
10.3366/iur.2023.0588,1390580522.0,0,The methodology has flaws.
10.3366/iur.2023.0588,2106966458.0,1,Well-written and clear paper.
10.1109/ACCESS.2024.3437738,12105625.0,0,The methodology has flaws.
10.1109/ACCESS.2024.3437738,2157424131.0,1,Findings are novel.
10.1109/ACCESS.2024.3437738,78379410.0,1,Findings are novel.
10.1109/TPAMI.2017.2737423,144923154.0,1,Good Experimental scheme.
10.1109/TPAMI.2017.2737423,2242463.0,0,TNo novelty.
10.1109/TPAMI.2017.2737423,1388375412.0,0,Bad writing quality
10.3390/APP11114834,144838978.0,0,TNo novelty.
10.3390/APP11114834,5047556.0,1,Well-written and clear paper.
10.3390/APP11114834,2143672460.0,1,This paper makes a significant contribution.
10.1109/IGARSS39084.2020.9323718,7994304.0,0,Minor and unclear contribution.
10.1109/IGARSS39084.2020.9323718,4516206.0,1,Well-written and clear paper.
10.1109/IGARSS39084.2020.9323718,2093412007.0,0,TNo novelty.
10.18653/v1/D17-1156,35004059.0,0,TNo novelty.
10.18653/v1/D17-1156,3710071.0,1,Findings are novel.
10.18653/v1/D17-1156,1409648513.0,0,TNo novelty.
10.1063/5.0066061,30550846.0,1,This paper makes a significant contribution.
10.1063/5.0066061,2337560790.0,0,Minor and unclear contribution.
10.1063/5.0066061,66045656.0,1,Findings are novel.
10.62754/joe.v4i1.6412,2291088852.0,0,Minor and unclear contribution.
10.62754/joe.v4i1.6412,2160362938.0,0,Minor and unclear contribution.
10.62754/joe.v4i1.6412,8103537.0,1,Good Experimental scheme.
10.1002/mrm.29906,2233693844.0,0,The methodology has flaws.
10.1002/mrm.29906,25674299.0,0,The methodology has flaws.
10.1002/mrm.29906,2171105220.0,1,This paper makes a significant contribution.
10.1371/journal.pone.0257857,2316969146.0,0,Bad writing quality
10.1371/journal.pone.0257857,144233098.0,1,This paper makes a significant contribution.
10.1371/journal.pone.0257857,32652221.0,1,Findings are novel.
10.1504/ijbm.2022.10048974,2255344425.0,0,Bad writing quality
10.1504/ijbm.2022.10048974,2150533.0,0,TNo novelty.
10.1504/ijbm.2022.10048974,102933378.0,1,This paper makes a significant contribution.
10.1167/iovs.12-11449,31837119.0,1,Well-written and clear paper.
10.1167/iovs.12-11449,40900560.0,1,This paper makes a significant contribution.
10.1167/iovs.12-11449,2071081871.0,1,Good Experimental scheme.
10.1109/mis.2025.3549484,2170730539.0,0,The methodology has flaws.
10.1109/mis.2025.3549484,52204747.0,0,Minor and unclear contribution.
10.1109/mis.2025.3549484,2266522.0,1,Findings are novel.
10.1515/pralin-2017-0029,4958724.0,0,The methodology has flaws.
10.1515/pralin-2017-0029,50690581.0,1,Findings are novel.
10.1515/pralin-2017-0029,1572310204.0,0,Minor and unclear contribution.
10.1109/TELFOR59449.2023.10372693,1421957758.0,1,This paper makes a significant contribution.
10.1109/TELFOR59449.2023.10372693,2149023425.0,0,Bad writing quality
10.1109/TELFOR59449.2023.10372693,153554361.0,1,Well-written and clear paper.
10.1515/geo-2018-0036,102796971.0,0,Bad writing quality
10.1515/geo-2018-0036,78095292.0,0,The methodology has flaws.
10.1515/geo-2018-0036,2134270.0,1,This paper makes a significant contribution.
10.33022/ijcs.v13i2.3847,123254568.0,1,Good Experimental scheme.
10.33022/ijcs.v13i2.3847,3235756.0,0,The methodology has flaws.
10.33022/ijcs.v13i2.3847,8270717.0,0,The methodology has flaws.
10.1109/ICASSP.2008.4518024,108411734.0,0,TNo novelty.
10.1109/ICASSP.2008.4518024,2422170.0,0,Minor and unclear contribution.
10.1109/ICASSP.2008.4518024,1507356285.0,1,Findings are novel.
10.1109/SANER50967.2021.00046,73292458.0,1,Findings are novel.
10.1109/SANER50967.2021.00046,118156993.0,0,Minor and unclear contribution.
10.1109/SANER50967.2021.00046,5093910.0,1,Good Experimental scheme.
10.1016/j.neucom.2010.07.012,122291195.0,0,The methodology has flaws.
10.1016/j.neucom.2010.07.012,2108736400.0,1,This paper makes a significant contribution.
10.1016/j.neucom.2010.07.012,2815099.0,0,The methodology has flaws.
10.30534/ijeter/2020/138892020,8090588.0,1,Well-written and clear paper.
10.30534/ijeter/2020/138892020,1754561.0,0,TNo novelty.
10.30534/ijeter/2020/138892020,47124816.0,1,This paper makes a significant contribution.
10.47772/ijriss.2025.9010094,6661692.0,0,TNo novelty.
10.47772/ijriss.2025.9010094,2056489014.0,0,The methodology has flaws.
10.47772/ijriss.2025.9010094,1572164542.0,1,This paper makes a significant contribution.
10.1109/ICCUBEA58933.2023.10392135,3042588.0,1,Findings are novel.
10.1109/ICCUBEA58933.2023.10392135,2256144995.0,0,Minor and unclear contribution.
10.1109/ICCUBEA58933.2023.10392135,151052955.0,1,Good Experimental scheme.
10.1016/j.scitotenv.2024.174776,16148298.0,0,TNo novelty.
10.1016/j.scitotenv.2024.174776,1854276.0,1,Findings are novel.
10.1016/j.scitotenv.2024.174776,2174905137.0,0,Minor and unclear contribution.
10.1016/j.foodchem.2022.134562,30881919.0,0,Bad writing quality
10.1016/j.foodchem.2022.134562,13468386.0,1,This paper makes a significant contribution.
10.1016/j.foodchem.2022.134562,2054188384.0,0,Bad writing quality
10.1007/s13721-015-0080-7,2145452821.0,1,Findings are novel.
10.1007/s13721-015-0080-7,2842990.0,1,Good Experimental scheme.
10.1007/s13721-015-0080-7,2225783.0,0,TNo novelty.
10.3390/EN11102575,2079394858.0,0,Minor and unclear contribution.
10.3390/EN11102575,1399610612.0,1,Well-written and clear paper.
10.3390/EN11102575,2008179635.0,0,TNo novelty.
10.1109/TBME.2021.3080259,144446758.0,0,Bad writing quality
10.1109/TBME.2021.3080259,3658917.0,0,Minor and unclear contribution.
10.1109/TBME.2021.3080259,145775472.0,0,Minor and unclear contribution.
10.1109/ELECO60389.2023.10415960,2162763813.0,0,Bad writing quality
10.1109/ELECO60389.2023.10415960,3798315.0,0,Minor and unclear contribution.
10.1109/ELECO60389.2023.10415960,2363465.0,1,This paper makes a significant contribution.
10.15680/ijirset.2021.1011128,2280023299.0,1,This paper makes a significant contribution.
10.15680/ijirset.2021.1011128,49591081.0,0,Bad writing quality
10.15680/ijirset.2021.1011128,115026140.0,1,Well-written and clear paper.
10.1109/SEEDA-CECNSM63478.2024.00019,4640316.0,1,Well-written and clear paper.
10.1109/SEEDA-CECNSM63478.2024.00019,69575086.0,0,The methodology has flaws.
10.1109/SEEDA-CECNSM63478.2024.00019,34383536.0,1,Findings are novel.
10.1111/1468-5973.12311,2143122381.0,1,Findings are novel.
10.1111/1468-5973.12311,4488990.0,1,Well-written and clear paper.
10.1111/1468-5973.12311,144620446.0,1,Well-written and clear paper.
10.1080/0284186X.2018.1468084,48548031.0,1,Good Experimental scheme.
10.1080/0284186X.2018.1468084,1519028170.0,0,Bad writing quality
10.1080/0284186X.2018.1468084,49120753.0,1,Good Experimental scheme.
10.1093/clinchem/hvab239,2101065.0,0,TNo novelty.
10.1093/clinchem/hvab239,145252913.0,0,Bad writing quality
10.1093/clinchem/hvab239,79463607.0,0,Bad writing quality
10.48175/ijarsct-3258,2087444530.0,1,This paper makes a significant contribution.
10.48175/ijarsct-3258,33987455.0,1,Good Experimental scheme.
10.48175/ijarsct-3258,38821634.0,0,Bad writing quality
10.1007/s00165-021-00543-6,144177495.0,0,TNo novelty.
10.1007/s00165-021-00543-6,2632713.0,1,This paper makes a significant contribution.
10.1007/s00165-021-00543-6,1739381612.0,0,Minor and unclear contribution.
10.5120/ijca2025924395,2057390586.0,0,Minor and unclear contribution.
10.5120/ijca2025924395,1847889.0,0,The methodology has flaws.
10.5120/ijca2025924395,2053917208.0,1,This paper makes a significant contribution.
10.9712/KASS.2020.20.4.111,2273358165.0,1,Well-written and clear paper.
10.9712/KASS.2020.20.4.111,6294802.0,1,Well-written and clear paper.
10.9712/KASS.2020.20.4.111,2673242.0,1,Findings are novel.
10.1088/1361-6560/ab9efc,2158331861.0,1,This paper makes a significant contribution.
10.1088/1361-6560/ab9efc,2126424.0,0,Minor and unclear contribution.
10.1088/1361-6560/ab9efc,1707878.0,1,Well-written and clear paper.
10.1029/2021GC009946,40566165.0,1,Findings are novel.
10.1029/2021GC009946,2252934732.0,0,Minor and unclear contribution.
10.1029/2021GC009946,36963260.0,1,Good Experimental scheme.
10.13052/jwe1540-9589.2039,1785365132.0,0,Minor and unclear contribution.
10.13052/jwe1540-9589.2039,2106616528.0,1,Findings are novel.
10.13052/jwe1540-9589.2039,3286328.0,1,Findings are novel.
10.1109/ACCESS.2024.3519669,46260075.0,0,TNo novelty.
10.1109/ACCESS.2024.3519669,46583503.0,1,Findings are novel.
10.1109/ACCESS.2024.3519669,47002813.0,1,Findings are novel.
10.18280/ts.420148,2119051183.0,1,Findings are novel.
10.18280/ts.420148,2169785278.0,0,The methodology has flaws.
10.18280/ts.420148,1410202610.0,1,Findings are novel.
10.1145/3558884.3558888,40599560.0,1,This paper makes a significant contribution.
10.1145/3558884.3558888,47230972.0,0,The methodology has flaws.
10.1145/3558884.3558888,2286056233.0,0,Bad writing quality
10.1016/j.comcom.2022.07.010,116942701.0,0,TNo novelty.
10.1016/j.comcom.2022.07.010,9727014.0,0,Bad writing quality
10.1016/j.comcom.2022.07.010,49477692.0,1,Good Experimental scheme.
10.1631/jzus.C1001006,2253436762.0,1,Good Experimental scheme.
10.1631/jzus.C1001006,2312039321.0,1,Findings are novel.
10.1631/jzus.C1001006,1928296.0,0,TNo novelty.
10.1002/alz.054772,120162868.0,1,Good Experimental scheme.
10.1002/alz.054772,8071689.0,1,Well-written and clear paper.
10.1002/alz.054772,2202581438.0,1,Well-written and clear paper.
10.1371/journal.pone.0142753,48777131.0,1,This paper makes a significant contribution.
10.1371/journal.pone.0142753,4889956.0,0,Bad writing quality
10.1371/journal.pone.0142753,152512504.0,1,Good Experimental scheme.
10.1186/s12885-021-08704-9,2108276831.0,1,This paper makes a significant contribution.
10.1186/s12885-021-08704-9,2108785992.0,0,Minor and unclear contribution.
10.1186/s12885-021-08704-9,153872285.0,1,Well-written and clear paper.
10.1109/TETC.2022.3223630,152137821.0,0,TNo novelty.
10.1109/TETC.2022.3223630,33230027.0,0,Bad writing quality
10.1109/TETC.2022.3223630,102388768.0,1,Well-written and clear paper.
10.1016/j.euroneuro.2022.07.032,9208557.0,0,The methodology has flaws.
10.1016/j.euroneuro.2022.07.032,2153569.0,0,The methodology has flaws.
10.1016/j.euroneuro.2022.07.032,144257343.0,0,Bad writing quality
10.17762/ijritcc.v11i9.8991,2144782912.0,1,Good Experimental scheme.
10.17762/ijritcc.v11i9.8991,2749205.0,1,Well-written and clear paper.
10.17762/ijritcc.v11i9.8991,11005412.0,0,Minor and unclear contribution.
10.3390/APP8081280,47165043.0,0,The methodology has flaws.
10.3390/APP8081280,48094112.0,1,Well-written and clear paper.
10.3390/APP8081280,29649827.0,0,Bad writing quality
10.1007/s11704-010-0388-5,143961117.0,1,Findings are novel.
10.1007/s11704-010-0388-5,145095704.0,1,This paper makes a significant contribution.
10.1007/s11704-010-0388-5,2376959.0,1,This paper makes a significant contribution.
10.30630/joiv.6.1.859,5662145.0,1,Good Experimental scheme.
10.30630/joiv.6.1.859,1733601.0,1,This paper makes a significant contribution.
10.30630/joiv.6.1.859,4833674.0,0,Minor and unclear contribution.
10.1371/journal.pone.0272991,2711044.0,0,TNo novelty.
10.1371/journal.pone.0272991,143835541.0,0,Bad writing quality
10.1371/journal.pone.0272991,49412533.0,0,Bad writing quality
10.3389/fnins.2023.1143239,31113676.0,1,This paper makes a significant contribution.
10.3389/fnins.2023.1143239,1932128.0,0,The methodology has flaws.
10.3389/fnins.2023.1143239,2250606.0,0,Bad writing quality
10.1088/1748-0221/19/07/p07013,147625398.0,0,TNo novelty.
10.1088/1748-0221/19/07/p07013,2249222105.0,0,TNo novelty.
10.1088/1748-0221/19/07/p07013,2229762.0,1,This paper makes a significant contribution.
10.1007/BF00116839,3290908.0,0,Minor and unclear contribution.
10.1007/BF00116839,2028922067.0,1,Findings are novel.
10.1007/BF00116839,2148536328.0,1,This paper makes a significant contribution.
10.1117/1.JBO.29.2.020901,144420344.0,0,The methodology has flaws.
10.1117/1.JBO.29.2.020901,38189622.0,0,Bad writing quality
