Paper_ID,DOI,Title,Abstract,Venue,publicationType,publication_type_2,venue_id,journal_name,pages,volume,edition_id,Year,publicationDate,Citations,References,Authors,Author_Ids,URL,s2FieldsOfStudys,Corresponding_Author_ID
8932f29b432ca127ce0df3469b6e67990deb9a1f,10.1101/208447,Genetics of trans-regulatory variation in gene expression,"Heritable variation in gene expression provides a critical bridge between differences in genome sequence and the biology of many traits, including common human diseases. However, the sources of most regulatory genetic variation remain unknown. Here, we used transcriptome profiling in 1,012 yeast segregants to map the genetic basis of variation in gene expression with high statistical power. We identified expression quantitative trait loci (eQTL) that together account for over 70% of the total genetic contribution to variation in mRNA levels, allowing us to examine the sources of regulatory variation comprehensively. We found that variation in the expression of a typical gene has a complex genetic architecture involving multiple eQTL. We also detected hundreds of eQTL pairs with significant non-additive interactions in an unbiased genome-wide scan. Although most genes were influenced by a local eQTL located close to the gene, most expression variation arose from distant, trans-acting eQTL located far from their target genes. Nearly all distant eQTL clustered at 102 “hotspot” locations, some of which influenced the expression of thousands of genes. Hotspot regions were enriched for transcription factor genes and altered expression of their target genes though both direct and indirect mechanisms. Many local eQTL had no detectable effects on the expression of other genes in trans. These results reveal the complexity of genetic influences on transcriptome variation in unprecedented depth and detail.",bioRxiv,journal,['JournalArticle'],027ffd21-ebb0-4af8-baf5-911124292fd0,eLife,,7,N/A,2017,2017-10-24 00:00:00,134,127,"F. W. Albert, J. Bloom, J. Siegel, Laura Day, L. Kruglyak","144083374, 1736360, 34350093, 35697512, 2363162",https://www.semanticscholar.org/paper/8932f29b432ca127ce0df3469b6e67990deb9a1f,"Biology, Medicine",144083374
09e37c45e9a6785280f1abfd66bd59367c6ef53c,10.1038/nature24277,Genetic effects on gene expression across human tissues,,Nature,journal,['JournalArticle'],6c24a0a0-b07d-4d7b-a19b-fd09a3ed453a,Nature,204 - 213,550,N/A,2017,2017-10-11 00:00:00,3375,81,"François Andrew A. Stephane E. Joe R. Yuan Brian Pejman YoS Aguet Brown Castel Davis He Jo Mohammadi Park Pars, François Andrew A. Stephane E. Joe R. Yuan Brian Pejman YoS Aguet Brown Castel Davis He Jo Mohammadi Park Pars, F. Aguet, Andrew A. Brown, Stephane E. Castel, Joe R. Davis, Yuan He, Brian Jo, P. Mohammadi, YoSon Park, P. Parsana, A. Segrè, B. Strober, Zachary Zappala, Beryl B. Ellen T. Kane Katherine H. Monkol Xiao Jared L. Cummings Gelfand Hadley Huang Lek Li Nedzel Nguyen, Beryl B. Cummings, Ellen T. Gelfand, Kane Hadley, Katherine H. Huang, M. Lek, Xiao Li, Jared L. Nedzel, Duyen Y. Nguyen, M. Noble, Timothy J. Sullivan, T. Tukiainen, D. MacArthur, Gad Getz, Anjene Ping Susan A. Roger Nicole C. Helen M. Abhi Jeffer Addington Guan Koester Little Lockhart Moore Rao S, A. Addington, P. Guan, S. Koester, A. Little, N. Lockhart, Helen M. Moore, Abhi Rao, Jeffery P. Struewing, Simona Volpi, Lori E. Richard Marcus Christopher Mark Gene William F. Brigham Hasz Hunter Johns Johnson Kopen Leinweber , L. Brigham, Richard Hasz, Marcus Hunter, Christopher Johns, Mark Johnson, G. Kopen, W. F. Leinweber, J. Lonsdale, Alisa McDonald, Bernadette Mestichelli, K. Myer, Brian Roe, Mike Salvatore, Saboor Shad, Jeffrey A. Thomas, Gary Walters, Michael Washington, Joseph Wheeler, J. Bridge, B. Foster, Bryan M. Gillard, E. Karasik, Rachna Kumar, Mark Miklos, M. T. Moser, Scott D. Jewell, Robert G. Montroy, D. Rohrer, Dana R. Valley, Deborah C. Mash, David A. Davis, Leslie Mary E. Philip A. Sobin Barcus Branton, L. Sobin, M. Barcus, P. Branton, Nathan S. Brunilda Olivier Laure Eric R. Diego Ariel D. H Abell Balliu Delaneau Frésard Gamazon Garrido-Mart, Nathan S. Abell, Brunilda Balliu, O. Delaneau, Laure Frésard, E. Gamazon, D. Garrido-Martín, Ariel D. H. Gewirtz, Genna Gliner, Michael J. Gloudemans, Buhm Han, Amy Z. He, F. Hormozdiari, Xin Li, Boxiang Liu, Eun Yong Kang, Ian C. McDowell, H. Ongen, John Palowitch, Christine B. Peterson, G. Quon, S. Ripke, A. Saha, A. A. Shabalin, Tyler C. Shimko, J. Sul, Nicole A. Teran, Emily K. Tsang, Hailei Zhang, Yi-Hui Zhou, C. Bustamante, Nancy J. Cox, R. Guigó, M. Kellis, M. McCarthy, Don Conrad, E. Eskin, Gen Li, A. Nobel, C. Sabatti, Barbara E. Stranger, Xiaoquan Wen, Fred A. Wright, K. Ardlie, E. Dermitzakis, T. Lappalainen, François Kristin G. Beryl B. Ellen T. Gad Kane Robert E. Ka Aguet Ardlie Cummings Gelfand Getz Hadley Handsake, F. Aguet, K. Ardlie, Beryl B. Cummings, Ellen T. Gelfand, Gad Getz, Kane Hadley, R. Handsaker, Katherine H. Huang, Seva Kashin, K. Karczewski, M. Lek, Xiao Li, D. MacArthur, Jared L. Nedzel, D. T. Nguyen, M. Noble, A. Segrè, Casandra A. Trowbridge, T. Tukiainen, Nathan S. Brunilda Ruth Omer Alexis Gireesh K. Andrew Chr Abell Balliu Barshir Basha Battle Bogu Brown Brown, Ruth Barshir, Omer Basha, A. Battle, G. Bogu, Andrew A. Brown, Christopher D. Brown, Lin S. Chen, Colby Chiang, Don Conrad, Nancy J. Cox, Farhan N. Damani, B. Engelhardt, E. Eskin, Pedro G. Ferreira, Laure Frésard, E. Gamazon, D. Garrido-Martín, Ariel D. H. Gewirtz, Genna Gliner, Michael J. Gloudemans, R. Guigó, I. Hall, Buhm Han, F. Hormozdiari, C. Howald, Hae Kyung Im, Brian Jo, Eun Yong Kang, Yungil Kim, Sarah Kim-Hellmuth, Boxiang Liu, S. Mangul, Ian C. McDowell, Jean Monlong, Stephen B Montgomery, Manuel Muñoz-Aguirre, Anne W. Ndungu, D. Nicolae, Meritxell Oliva, N. Panousis, Panagiotis K. Papasaikas, YoSon Park, Anthony J. Payne, J. Quan, F. Reverter, M. Sammeth, Alexandra J. Scott, A. A. Shabalin, Reza Sodaei, M. Stephens, Barbara E. Stranger, S. Urbut, M. van de Bunt, Gao Wang, Fred A. Wright, H. Xi, Esti Yeger-Lotem, Judith B. Zaugg, Yi-Hui Zhou, Joshua M. Daniel Joanne Lin S. Melina Kathryn Morgan Jenn Akey Bates Chan Chen Claussnitzer Demanelis Diegel, J. Akey, Daniel Bates, Joanne Chan, M. Claussnitzer, Kathryn Demanelis, Morgan Diegel, J. Doherty, A. Feinberg, Maria S. Fernando, J. Halow, Kasper D. Hansen, E. Haugen, P. Hickey, Lei Hou, F. Jasmine, Ruiqi Jian, Lihua Jiang, Audra K. Johnson, R. Kaul, M. Kellis, M. Kibriya, Kristen Lee, Jin Billy Li, Qin Li, Xiao Li, Jessica Lin, Shin Lin, Sandra Linder, C. Linke, Yaping Liu, M. Maurano, B. Molinie, Stephen B Montgomery, Jemma Nelson, Fidencio J. Neri, Yongjin Park, B. Pierce, Nicola J. Rinaldi, L. Rizzardi, R. Sandstrom, Andrew Skol, Kevin S. Smith, Michael P. Snyder, J. Stamatoyannopoulos, Hua Tang, L. Wang, M. Wang, Nicholas Van Wittenberghe, Fan Wu, Rui Zhang, C. Nierras, Philip A. Latarsha J. Ping Helen M. Abhi Jimmie B. Branton Carithers Guan Moore Rao Vaught, P. Branton, Latarsha J. Carithers, P. Guan, Helen M. Moore, Abhi Rao, J. Vaught, Sarah E. Nicole C. Casey Jeffery P. Simona Gould Lockart Martin Struewing Volpi, Sarah E. Gould, Nicole C. Lockart, Casey Martin, Jeffery P. Struewing, Simona Volpi, Anjene M. Susan E. Addington Koester, A. Addington, S. Koester, A. Little, Lori E. Richard Marcus Christopher Mark Gene William F. Brigham Hasz Hunter Johns Johnson Kopen Leinweber , L. Brigham, Mark Johnson, Brian Roe, Gary Walters, Michael Washington, Jason Barbara A. Bryan M. Ellen Rachna Mark Michael T. Bridge Foster Gillard Karasik Kumar Miklos Moser, Scott D. Robert G. Daniel C. Dana R. Jewell Montroy Rohrer Valley, Scott D. Jewell, Robert G. Montroy, D. Rohrer, Dana R. Valley, David A. Deborah C. Davis Mash, David A. Davis, Deborah C. Mash, Anita H. Anna M. David E. Nancy V. Jeffrey A. Negin Karn Undale Smith Tabor Roche McLean Vatanian Robinson , Anita H. Undale, Anna M. Smith, D. Tabor, Nancy V. Roche, J. McLean, Negin Vatanian, Karna L. Robinson, L. Sobin, M. Barcus, Kimberly M. Valentino, L. Qi, Steven Hunter, P. Hariharan, Shilpi Singh, K. S. Um, Takunda Matose, M. Tomaszewski, Laura K. Maghboeba Laura A. Heather M. Barker Mosavel Siminoff Traino, Laura K. Barker, M. Mosavel, L. Siminoff, H. Traino, Paul Thomas Magali Dan Kieron Stephen J. Daniel R. Flicek Juettemann Ruffier Sheppard Taylor Trevanio, Paul Flicek, Thomas Juettemann, Magali Ruffier, Daniel Sheppard, K. Taylor, S. Trevanion, D. Zerbino, Brian Mary Maximilian W. James Christopher M. Benedict K Craft Goldman Haeussler Kent Lee Paten Rosenbloom , Brian Craft, M. Goldman, M. Haeussler, W. Kent, Christopher M. Lee, B. Paten, K. Rosenbloom, John Vivian, Jingchun Zhu","None, None, 48975912, 2254150268, 4285399, 2218988163, 49990870, 1614981103, 1906270, 11777957, 5264737, 4155963, 6401060, 2823695, None, 49530267, 16172097, 1617773085, 2149776017, 3015823, 2108787206, 41050043, 2173522117, 50297918, 2068615525, 5173577, 2252012714, 2255406397, None, 2959306, 46344169, 32043266, 90272436, 3700675, 2263760312, None, 2263315764, 2258130590, None, 48323932, 153677216, 2058904796, 84056650, None, 4430881, 1441195413, 103811085, 1441198097, 4721474, 12689763, 1617776339, 6900442, 40353616, 2115544487, 19099263, 2277655018, 2070197849, 52213800, 1844728, 13378769, 5353188, 2115952069, 50062134, 28868673, 2249075460, 1441194957, 15828822, 6011362, 2193941931, None, 2205356096, 2262175961, 37365786, 39668238, None, 49160216, 49950318, 3338029, 2246606896, 3051203, 1401564221, 26920345, 1686769, 1403566064, 2237097979, 2205126445, 2420527, 2153897157, 2351445702, 37721964, 49982708, 3410962, 2306250404, 48634492, 7487693, 144676428, 1482584273, 2252050072, 50658274, 3239550, 38410154, 2016291, 46702748, 34661060, 2090993446, 2261664031, 1853610, 2143693283, 2247953182, 2173077434, 1709847, 2108549769, 1794435, 2139035, 2248236734, 36836750, 2250455104, 4351471, 2939073, 144946488, None, 48975912, 4351471, 49530267, 16172097, 2255406397, 1617773085, 3177317, 2149776017, 116942701, 1813912, 3015823, 2108787206, 2252012714, 41050043, 2087065168, 50297918, 4155963, 11133741, 5173577, None, 2074861, 143912856, 145086335, 6214924, 2254150268, 32595824, 2118536878, 4076906, 2173077434, 2261664031, 9957567, 2053292, 1709847, 145209580, 2246606896, 3051203, 1401564221, 26920345, 1686769, 1403566064, 1853610, 2334668, 2237097979, 2420527, 4659277, 1601392150, 1614981103, 2205379763, 2119451349, 1398942621, 2351445702, 3295852, 49982708, 2336301473, 2248844635, 1405179977, 47943597, 1783950, 1379862350, 5937591, 2907115, 11777957, 1916794, 48620086, 1704215264, 1971387, 1834345, 2252050072, 23671562, 145761702, 2248236734, 117701949, 4452064, 144140719, 2250455104, 38390713, 1412033312, 3432979, 34661060, None, 1816944, 144606984, 2087072625, 47313173, 16146109, 47990712, 2151383170, 2329510, 2124245416, 5110660, 2146496735, 2890396, 48137503, 2055765384, 3552475, 35586956, 2323974940, 18387192, 6608668, 2143693283, 6280640, 1683071, 7989121, 2108496329, 2108787206, 2110345301, 113698763, 24317411, 16197901, 2145507940, 10800034, 3622415, 2248844635, 30365534, 47898841, None, 20504781, 33210773, 49548156, 3177068, 6831799, 33858904, 2144654571, 2141778124, 2137437402, 2152722024, 39872583, 150250293, 2116491063, 2118403557, 4793448, 2204784688, 39668238, 6407402, 46344169, 2263760312, None, 77607690, 2204785050, 113198593, 1617774160, 2108790655, 2263315764, 2258130590, 2204775456, 2959306, 32043266, 90272436, None, 48323932, None, 1617776339, 19099263, 2277655018, 2204785048, 2204775873, 2249075460, 1441194957, 15828822, 6011362, 2204786930, None, 2193941931, None, 5664172, 2116583787, 4007205, 39656869, 46808203, 14478924, 4735590, 2262175961, 37365786, 31606684, 50741911, 2105848530, 49119953, 1388829738, 40341965, 1617774389, 3658953, 2204775866, 31821652, 3507395, 1581155106, 3633762, None, 1767678, 3287575, 8667171, 145905192, 46932891, 1763877, 39913789, None, 145903205, 39080699, 48613597, 143913305, 96930029, 2053144, 2523183, 97164062, 2146273210",https://www.semanticscholar.org/paper/09e37c45e9a6785280f1abfd66bd59367c6ef53c,"Biology, Medicine",None
401b4e4cee2bb507fc16531ff7508f1a653390d5,10.3126/sijssr.v5i1.65413,Students' Enrollment Decision in Technical Education in Community Schools Modality,"Enrollment of the students or the participants in any institution or training can directly determine the prosperity of the schools and the institutions. Institutions are working hard primarily for their survival and gradually for their stability and long-run businesses for the future. The education and training existing in urban areas and it is in rural areas differ in many respects. Technical Education in urban areas and it is in rural as well as remote rural has diversified thoughts in terms of enrollment issues of the students. It is urgent to know the interests of the students and participants, as well as why and how they are attracted to go for technical education or the general stream in the community. It is realized that there are relatively not only fewer students but also a smaller proportion of students in the enrollment. It seems like there are various areas that the current government should focus on for the sake of technical and vocational education and training (TVET) development regarding the enrollment issues in the Technical Education in Community Schools (TECS) modality program. The number of TECS modalities accredited is increasing trend in the country, but it is not realized as it should be by enrolling a higher number of students each year in multiple folds. Or the students are becoming self-driven, having their core interest to enroll for the course. The issues are very closely studied by going through the secondary data in education, papers, magazines, journal articles, books and many similar other resources through the internet and the informal pool.",Social Inquiry: Journal of Social Science Research,Unknown,['JournalArticle'],Unknown,Social Inquiry: Journal of Social Science Research,,,Unknown,2023,2023-12-31 00:00:00,1,2,Arjun Prasad Tiwari,47420116,https://www.semanticscholar.org/paper/401b4e4cee2bb507fc16531ff7508f1a653390d5,Education,47420116
e43ff4d7efb4a5216f20ed5acb57929a97c759ae,10.30630/joiv.7.3-2.2342,Predicting Student's Soft Skills Based on Socio-Economical Factors: An Educational Data Mining Approach,"Recent changes in the labor market and higher education sector have made graduates' employability a priority for researchers, governments, and employers in developed and emerging nations. There is, however, still a dearth of study about whether graduate students acquire the employability skills that businesses want of them because of their higher education. To determine a student's future employment and career path, it is critical to evaluate their soft skills. An emerging area called educational data mining (EDM) aims to gather enormous volumes of academic data produced and maintained by educational institutions and to derive explicit and specific information from it. This paper aims to predict students' soft skills such as professional, analytical, linguistic, communication, and ethical skills, based on their socio-economic, academic, and institutional data by leveraging data mining methods and machine learning techniques. All five soft skills were predicted using prediction models created using linear regression, probabilistic neural networks, and simple regression tree techniques. This study used a dataset from an open source that Universidad Technologica de Bolivar published. It covers academic, social, and economic data for 12,411 students. The experimental results demonstrated that the linear regression algorithm performed better than the others in predicting all five soft skills compared to machine learning methods. This finding can assist higher education institutions in making informed decisions, providing tailored support, enhancing student success and employability, and continuously modifying their programs to meet the needs of students.",JOIV: International Journal on Informatics Visualization,journal,['JournalArticle'],0fa5fb50-57a4-4633-aa8f-91804e20ac17,JOIV : International Journal on Informatics Visualization,,,N/A,2023,2023-11-30 00:00:00,2,0,"Rathimala Kannan, Chew Chin Jet, Kannan Ramakrishnan, Sujatha Ramdass","2066417170, 2276693112, 26945108, 2276696902",https://www.semanticscholar.org/paper/e43ff4d7efb4a5216f20ed5acb57929a97c759ae,"Computer Science, Economics, Education",2066417170
8a7d0d30cfaef2f7d43e229b49e89d53877a10e9,10.56919/usci.2123_001,Machine Learning for Predicting Students’ Employability,"Graduates' employability becomes one of the performance indicators for higher educational institutions (HEIs) because the number of graduates produced every year from higher educational institutions continues to grow and as competition to secure good jobs increases, it is significant for HEIs to understand the employability of graduates upon graduation and highlight the reasons. To predict students' employability before graduation, machine learning models were employed. These include logistic regression; decision tree, random forest, and an unsupervised clustering (K-Means) algorithm. This research, therefore, aims to predict the full-time employability of undergraduate students based on academic and experience employability attributes – including cumulative grade point average (CGPA), student industrial work experience scheme (SIWES), co-curricular activities, gender, and union groupings before graduation. Primary datasets of 218 graduate students in the last four academic calendar years (2016 – 2021) from the Computer Science Department of Federal University Dutse were rated. The results demonstrate that Random Forest Classifier predict students employability the best with an accuracy of 98% and f1-score of 0.99 compare to logistic regression and decision tree. Furthermore, using more students’ data with more attributes including academics and extracurricular activities can improve the models performance and predict students’ employability.  ",UMYU Scientifica,Unknown,,Unknown,UMYU Scientifica,,,Unknown,2023,2023-02-13 00:00:00,8,0,"Muhammad Hadiza Baffa, Muhammad Abubakar Miyim, Abdullahi Sani Dauda","2206579178, 2206591424, 2206417094",https://www.semanticscholar.org/paper/8a7d0d30cfaef2f7d43e229b49e89d53877a10e9,"Computer Science, Education",2206579178
051563de0a9d7fe4138b5ed08abdd9ec8f5a7719,10.1007/s10639-022-11152-y,Educational data mining to predict students' academic performance: A survey study,,Education and Information Technologies : Official Journal of the IFIP technical committee on Education,journal,"['JournalArticle', 'Review']",82f7a62b-9747-4f4c-91ad-166f6a317d5d,Education and Information Technologies,905-971,28,N/A,2022,2022-07-09 00:00:00,90,287,"Saba Batool, Junaid Rashid, M. W. Nisar, Jungeun Kim, Hyuk-Yoon Kwon, Amir Hussain","2125961975, 2158396126, 2406655, 2125035110, 2151587367, 2151459513",https://www.semanticscholar.org/paper/051563de0a9d7fe4138b5ed08abdd9ec8f5a7719,"Computer Science, Education",2125961975
98c7885fbaeadd7a8855a233b955d2e0f23b1726,10.1109/ICSEC53205.2021.9684662,Generating the Employment Predictive Model Using Data Mining Techniques,,International Computer Science and Engineering Conference,conference,['Conference'],6ffd3030-fbaa-4915-9ec8-888f211c7b73,2021 25th International Computer Science and Engineering Conference (ICSEC),122-127,,396,2021,2021-11-18 00:00:00,2,10,"Nattapong Maneechan, Watchareewan Jitsakul","2151502679, 2546415",https://www.semanticscholar.org/paper/98c7885fbaeadd7a8855a233b955d2e0f23b1726,"Business, Computer Science, Economics",2151502679
daad01f1af57cad9e3055b48a310470b2d3880a1,10.1073/pnas.2018863118,Scalable deep learning to identify brick kilns and aid regulatory capacity,"Significance Monitoring compliance with environmental regulations is a global challenge. It is particularly difficult for governments in low-income countries, where informal industry is responsible for a large amount of pollution, because the governments lack the ability to locate and monitor large numbers of dispersed polluters. This study demonstrates an accurate, scalable machine-learning approach for identifying brick kilns, a highly polluting informal industry in Bangladesh, in satellite imagery. Our data reveal widespread violations of the national regulations governing brick manufacturing, which has implications for the health and well-being of the country. Our approach offers a low-cost, replicable method for regulatory agencies to generate information on key pollution sources. Improving compliance with environmental regulations is critical for promoting clean environments and healthy populations. In South Asia, brick manufacturing is a major source of pollution but is dominated by small-scale, informal producers who are difficult to monitor and regulate—a common challenge in low-income settings. We demonstrate a low-cost, scalable approach for locating brick kilns in high-resolution satellite imagery from Bangladesh. Our approach identifies kilns with 94.2% accuracy and 88.7% precision and extracts the precise GPS coordinates of every brick kiln across Bangladesh. Using these estimates, we show that at least 12% of the population of Bangladesh (>18 million people) live within 1 km of a kiln and that 77% and 9% of kilns are (illegally) within 1 km of schools and health facilities, respectively. Finally, we show how kilns contribute up to 20.4 μg/m3 of PM2.5 (particulate matter of a diameter less than 2.5 μm) in Dhaka when the wind blows from an unfavorable direction. We document inaccuracies and potential bias with respect to local regulations in the government data. Our approach demonstrates how machine learning and Earth observation can be combined to better understand the extent and implications of regulatory compliance in informal industry.",Proceedings of the National Academy of Sciences of the United States of America,journal,['JournalArticle'],bb95bf2e-8383-4748-bf9d-d6906d091085,Proceedings of the National Academy of Sciences of the United States of America,,118,N/A,2021,2021-04-22 00:00:00,35,50,"Jihyeon Lee, Nina Brooks, Fahim Tajwar, M. Burke, Stefano Ermon, D. Lobell, D. Biswas, S. Luby","2108586983, 2082330944, 83137609, 49240687, 2490652, 2465182, 82255441, 1967140",https://www.semanticscholar.org/paper/daad01f1af57cad9e3055b48a310470b2d3880a1,"Computer Science, Environmental Science, Medicine",2108586983
302b7d0a8e9ede16de5dc429a44ea6efc0f3ccc4,10.1016/J.ONEEAR.2021.01.015,"Growing evidence of the interconnections between modern slavery, environmental degradation, and climate change",,,Unknown,,Unknown,,181-191,4,Unknown,2021,2021-02-19 00:00:00,19,48,"Jessica L. Decker Sparks, D. Boyd, B. Jackson, C. Ives, K. Bales","14196254, 31138924, 2059708712, 37867481, 102218493",https://www.semanticscholar.org/paper/302b7d0a8e9ede16de5dc429a44ea6efc0f3ccc4,"Business, Environmental Science",14196254
c81a9de116a2deb9d6f0cc75b565380298b0c91e,10.1073/pnas.2016238117,Satellites can reveal global extent of forced labor in the world’s fishing fleet,"Significance Forced labor in fisheries is increasingly recognized as a human rights crisis. Until recently, its extent was poorly understood and no tools existed for systematically detecting forced labor risk on individual fishing vessels on a global scale. Here we use satellite data and machine learning to identify these high-risk vessels and find widespread risk of forced labor in the world’s fishing fleet. This information provides new opportunities for unique market, enforcement, and policy interventions. This also provides a proof of concept for how remotely sensed dynamic individual behavior can be used to infer forced labor abuses. While forced labor in the world’s fishing fleet has been widely documented, its extent remains unknown. No methods previously existed for remotely identifying individual fishing vessels potentially engaged in these abuses on a global scale. By combining expertise from human rights practitioners and satellite vessel monitoring data, we show that vessels reported to use forced labor behave in systematically different ways from other vessels. We exploit this insight by using machine learning to identify high-risk vessels from among 16,000 industrial longliner, squid jigger, and trawler fishing vessels. Our model reveals that between 14% and 26% of vessels were high-risk, and also reveals patterns of where these vessels fished and which ports they visited. Between 57,000 and 100,000 individuals worked on these vessels, many of whom may have been forced labor victims. This information provides unprecedented opportunities for novel interventions to combat this humanitarian tragedy. More broadly, this research demonstrates a proof of concept for using remote sensing to detect forced labor abuses.",Proceedings of the National Academy of Sciences of the United States of America,journal,['JournalArticle'],bb95bf2e-8383-4748-bf9d-d6906d091085,Proceedings of the National Academy of Sciences of the United States of America,,118,N/A,2020,2020-12-21 00:00:00,54,54,"Gavin G. McDonald, C. Costello, Jennifer Bone, R. Cabral, Valerie Farabee, Timothy Hochberg, D. Kroodsma, Tracey Mangin, Kyle C. Meng, Oliver Zahn","122343144, 2034058, 2086120564, 49712967, 2046810112, 2327498, 13200709, 51225634, 144791117, 2046810835",https://www.semanticscholar.org/paper/c81a9de116a2deb9d6f0cc75b565380298b0c91e,"Environmental Science, Law, Medicine",122343144
0e5676a76e1a3d6fe4282e13818957eb4826757c,10.3390/su12239834,Investigating the Potential of Radar Interferometry for Monitoring Rural Artisanal Cobalt Mines in the Democratic Republic of the Congo,"Greater awareness of the serious human rights abuses associated with the extraction and trade of cobalt in the Democratic Republic of the Congo (DRC) has applied increasing pressure for businesses to move towards more responsible and sustainable mineral sourcing. Artisanal and small-scale mining (ASM) activities in rural and remote locations may provide heightened opportunities to conceal the alleged human rights violations associated with mining, such as: hazardous working conditions, health impacts, child labour, child trafficking, and debt bondage. In this study, we investigate the feasibility of the Intermittent Small Baseline Subset (ISBAS) interferometric synthetic aperture radar (InSAR) method, teamed with high temporal frequency Sentinel-1 imagery, for monitoring ASM activity in rural locations of the “Copperbelt”, the DRC. The results show that the ISBAS descriptive variables (mean, standard deviation, minimum, and maximum) were significantly different (p-value = ≤ 0.05) between mining and non-mining areas. Additionally, a significant difference was found for the ISBAS descriptive variables mean, standard deviation, and minimum between the different mine types (industrial, surface, and tunnels). As expected, a high level of subsidence (i.e., negative ISBAS pixel value) was a clear indicator of mine activity. Trial activity thresholds were set for the descriptive variables mean (-2.43 mm/yr) and minimum (-5.36 mm/yr) to explore an ISBAS approach to active mine identification. The study concluded that the ISBAS method has great potential as a monitoring tool for ASM, with the ability to separate mining and non-mining areas based on surface motion values, and further distinguish the different mine types (industrial, surface, and tunnel). Ground data collection and further development of ISBAS analysis needs to be made to fully understand the value of an ISBAS-based ASM monitoring system. In particular, surrounding the impact of seasonality relative to longer-term trends in ASM activity.",Sustainability,journal,,8775599f-4f9a-45f0-900e-7f4de68e6843,Sustainability,,,N/A,2020,2020-11-24 00:00:00,14,82,"Chloe Brown, A. Daniels, D. Boyd, A. Sowter, G. Foody, Siddharth Kara","1796243073, 2064109928, 31138924, 3036993, 145181054, 49850524",https://www.semanticscholar.org/paper/0e5676a76e1a3d6fe4282e13818957eb4826757c,"Engineering, Environmental Science",1796243073
5332e534e5dd4af26d73044964bfc8c52ae693f4,10.1007/s40152-020-00199-7,"Remote sensing of fish-processing in the Sundarbans Reserve Forest, Bangladesh: an insight into the modern slavery-environment nexus in the coastal fringe",,Maritime Studies,journal,,09a698ca-2c36-4d1f-8331-116ded8a883a,Maritime Studies,429 - 444,19,N/A,2020,2020-09-17 00:00:00,13,108,"B. Jackson, D. Boyd, C. Ives, Jessica L. Decker Sparks, G. Foody, S. Marsh, K. Bales","2059708712, 31138924, 37867481, 14196254, 145181054, 40516637, 102218493",https://www.semanticscholar.org/paper/5332e534e5dd4af26d73044964bfc8c52ae693f4,"Environmental Science, Geography, Sociology",2059708712
217fc17e9fe96864c25027d1d4f47fb46ed41240,10.1109/TCYB.2014.2298235,Sparse Extreme Learning Machine for Classification,,IEEE Transactions on Cybernetics,,['JournalArticle'],404813e7-95da-4137-be14-2ba73d2df4fd,IEEE Transactions on Cybernetics,1858-1870,44,Unknown,2014,2014-03-05 00:00:00,212,25,"Zuo Bai, G. Huang, Danwei W. Wang, Han Wang, M. B. Westover","2612408, 145678691, 1681374, 2113289095, 2273358165",https://www.semanticscholar.org/paper/217fc17e9fe96864c25027d1d4f47fb46ed41240,"Computer Science, Medicine",2612408
cfea40bf4e4131aab2727e3aaedcf02c1dd594ac,10.1109/TNNLS.2012.2202289,Bidirectional Extreme Learning Machine for Regression Problem and Its Learning Effectiveness,,IEEE Transactions on Neural Networks and Learning Systems,,['JournalArticle'],79c5a18d-0295-432c-aaa5-961d73de6d88,IEEE Transactions on Neural Networks and Learning Systems,1498-1505,23,Unknown,2012,2012-06-20 00:00:00,170,14,"Yimin Yang, Yaonan Wang, Xiaofang Yuan","2108776795, 2119048509, 2350413641",https://www.semanticscholar.org/paper/cfea40bf4e4131aab2727e3aaedcf02c1dd594ac,"Computer Science, Medicine",2108776795
fbf9f8650c9521472f0297e7c82292235738449b,10.1007/s00038-011-0315-z,Classification and regression trees,,International Journal of Public Health,journal,['JournalArticle'],a24fd2ce-fdea-44d3-90df-a2206e16dcab,International Journal of Public Health,243-246,57,N/A,2012,2012-02-01 00:00:00,14186,13,N. Speybroeck,1998964,https://www.semanticscholar.org/paper/fbf9f8650c9521472f0297e7c82292235738449b,"Computer Science, Medicine",1998964
39fe4e5f537c032e606424aa485b831d92061b2d,10.30000/IJFS.201112.0006,Evolutionary Fuzzy Extreme Learning Machine for Mammographic Risk Analysis,,,Unknown,,Unknown,International Journal of Fuzzy Systems,282-291,13,Unknown,2011,2011-12-01 00:00:00,58,47,"Yanpeng Qu, C. Shang, Wei Wu, Q. Shen","144666283, 144109865, 145717890, 144576537",https://www.semanticscholar.org/paper/39fe4e5f537c032e606424aa485b831d92061b2d,"Computer Science, Medicine",144666283
50172e370a9ade64234c6a81ed2c8df5cfbe7ea5,10.1016/j.ins.2011.07.024,K Nearest Neighbor Equality: Giving equal chance to all existing classes,,Information Sciences,journal,['JournalArticle'],e46002a1-d7a6-4681-aae9-36bc3a6a1f93,Inf. Sci.,5158-5168,181,N/A,2011,2011-12-01 00:00:00,26,37,"B. Sierra, E. Lazkano, I. Irigoien, E. Jauregi, Iñigo Mendialdua","144286136, 2332614, 2676744, 2630047, 1876329",https://www.semanticscholar.org/paper/50172e370a9ade64234c6a81ed2c8df5cfbe7ea5,"Computer Science, Mathematics",144286136
