Paper_ID,DOI,Title,Abstract,Venue,publicationType,venue_id,journal_name,pages,volume,Edition_id,Year,publicationDate,Authors,Author_Ids,URL,s2FieldsOfStudys,Corresponding_Author_ID,publication_type_2,Citations,References
2013001e18f8290b761c64dd871d31a05cc4a71bee30,201310.1109/ICROM.2015.7367857,"2013 Regularized least-square object tracking based on ℓ2,1 minimization",,International Conference on Robotics and Mechatronics,conference,6682f507-bba1-49f1-a361-cf7f43ab432b,2015 3rd RSI International Conference on Robotics and Mechatronics (ICROM),635-639,Unknown,20136682f507-bba1-49f1-a361-cf7f43ab432b,2013,2015-10-01,"M. A. Bagherzadeh, M. Yazdi","47527104, 145105283",https://www.semanticscholar.org/paper/001e18f8290b761c64dd871d31a05cc4a71bee30,"Computer Science, Mathematics",47527104,,,
2012001e18f8290b761c64dd871d31a05cc4a71bee30,201210.1109/ICROM.2015.7367857,"2012 Regularized least-square object tracking based on ℓ2,1 minimization",,International Conference on Robotics and Mechatronics,conference,6682f507-bba1-49f1-a361-cf7f43ab432b,2015 3rd RSI International Conference on Robotics and Mechatronics (ICROM),635-639,Unknown,20126682f507-bba1-49f1-a361-cf7f43ab432b,2012,2015-10-01,"M. A. Bagherzadeh, M. Yazdi","47527104, 145105283",https://www.semanticscholar.org/paper/001e18f8290b761c64dd871d31a05cc4a71bee30,"Computer Science, Mathematics",47527104,,,
2011001e18f8290b761c64dd871d31a05cc4a71bee30,201110.1109/ICROM.2015.7367857,"2011 Regularized least-square object tracking based on ℓ2,1 minimization",,International Conference on Robotics and Mechatronics,conference,6682f507-bba1-49f1-a361-cf7f43ab432b,2015 3rd RSI International Conference on Robotics and Mechatronics (ICROM),635-639,Unknown,20116682f507-bba1-49f1-a361-cf7f43ab432b,2011,2015-10-01,"M. A. Bagherzadeh, M. Yazdi","47527104, 145105283",https://www.semanticscholar.org/paper/001e18f8290b761c64dd871d31a05cc4a71bee30,"Computer Science, Mathematics",47527104,,,
2021001e1a4380e7b0ffe2ec7fe34c6135b7f416b137,202110.1109/icces54183.2022.9835777,2021 Pre-processing Techniques for Offline Tamil Handwritten Character Recognition,,International Conference on Communication and Electronics Systems,conference,4a0a181c-3807-4883-8ac2-b0ddf5f46497,2022 7th International Conference on Communication and Electronics Systems (ICCES),976-981,Unknown,20214a0a181c-3807-4883-8ac2-b0ddf5f46497,2021,2022-06-22,"B. Karthick, Harjeetpal Singh, Muthukumaran Malarvel","2004415152, 123317618, 10762902",https://www.semanticscholar.org/paper/001e1a4380e7b0ffe2ec7fe34c6135b7f416b137,Computer Science,2004415152,,,
2020001e1a4380e7b0ffe2ec7fe34c6135b7f416b137,202010.1109/icces54183.2022.9835777,2020 Pre-processing Techniques for Offline Tamil Handwritten Character Recognition,,International Conference on Communication and Electronics Systems,conference,4a0a181c-3807-4883-8ac2-b0ddf5f46497,2022 7th International Conference on Communication and Electronics Systems (ICCES),976-981,Unknown,20204a0a181c-3807-4883-8ac2-b0ddf5f46497,2020,2022-06-22,"B. Karthick, Harjeetpal Singh, Muthukumaran Malarvel","2004415152, 123317618, 10762902",https://www.semanticscholar.org/paper/001e1a4380e7b0ffe2ec7fe34c6135b7f416b137,Computer Science,2004415152,,,
2019001e1a4380e7b0ffe2ec7fe34c6135b7f416b137,201910.1109/icces54183.2022.9835777,2019 Pre-processing Techniques for Offline Tamil Handwritten Character Recognition,,International Conference on Communication and Electronics Systems,conference,4a0a181c-3807-4883-8ac2-b0ddf5f46497,2022 7th International Conference on Communication and Electronics Systems (ICCES),976-981,Unknown,20194a0a181c-3807-4883-8ac2-b0ddf5f46497,2019,2022-06-22,"B. Karthick, Harjeetpal Singh, Muthukumaran Malarvel","2004415152, 123317618, 10762902",https://www.semanticscholar.org/paper/001e1a4380e7b0ffe2ec7fe34c6135b7f416b137,Computer Science,2004415152,,,
2018001e1a4380e7b0ffe2ec7fe34c6135b7f416b137,201810.1109/icces54183.2022.9835777,2018 Pre-processing Techniques for Offline Tamil Handwritten Character Recognition,,International Conference on Communication and Electronics Systems,conference,4a0a181c-3807-4883-8ac2-b0ddf5f46497,2022 7th International Conference on Communication and Electronics Systems (ICCES),976-981,Unknown,20184a0a181c-3807-4883-8ac2-b0ddf5f46497,2018,2022-06-22,"B. Karthick, Harjeetpal Singh, Muthukumaran Malarvel","2004415152, 123317618, 10762902",https://www.semanticscholar.org/paper/001e1a4380e7b0ffe2ec7fe34c6135b7f416b137,Computer Science,2004415152,,,
2023001e7ecd580d3f9e5e69a954ec8d89dcf3ddeeca,202310.1109/ICDT61202.2024.10489086,2023 Effective Risk Prediction of Cardiovascular Disease Using Machine Learning Classifiers,,International Conference on Database Theory,conference,bea6dbb8-4367-4c35-8e28-e749f3ad107c,2024 2nd International Conference on Disruptive Technologies (ICDT),1355-1360,Unknown,2023bea6dbb8-4367-4c35-8e28-e749f3ad107c,2023,2024-03-15,"Sanjeev Bhardwaj, Deepankar Bharadwaj","2296349233, 47350595",https://www.semanticscholar.org/paper/001e7ecd580d3f9e5e69a954ec8d89dcf3ddeeca,"Computer Science, Medicine",2296349233,,,
2022001e7ecd580d3f9e5e69a954ec8d89dcf3ddeeca,202210.1109/ICDT61202.2024.10489086,2022 Effective Risk Prediction of Cardiovascular Disease Using Machine Learning Classifiers,,International Conference on Database Theory,conference,bea6dbb8-4367-4c35-8e28-e749f3ad107c,2024 2nd International Conference on Disruptive Technologies (ICDT),1355-1360,Unknown,2022bea6dbb8-4367-4c35-8e28-e749f3ad107c,2022,2024-03-15,"Sanjeev Bhardwaj, Deepankar Bharadwaj","2296349233, 47350595",https://www.semanticscholar.org/paper/001e7ecd580d3f9e5e69a954ec8d89dcf3ddeeca,"Computer Science, Medicine",2296349233,,,
2021001e7ecd580d3f9e5e69a954ec8d89dcf3ddeeca,202110.1109/ICDT61202.2024.10489086,2021 Effective Risk Prediction of Cardiovascular Disease Using Machine Learning Classifiers,,International Conference on Database Theory,conference,bea6dbb8-4367-4c35-8e28-e749f3ad107c,2024 2nd International Conference on Disruptive Technologies (ICDT),1355-1360,Unknown,2021bea6dbb8-4367-4c35-8e28-e749f3ad107c,2021,2024-03-15,"Sanjeev Bhardwaj, Deepankar Bharadwaj","2296349233, 47350595",https://www.semanticscholar.org/paper/001e7ecd580d3f9e5e69a954ec8d89dcf3ddeeca,"Computer Science, Medicine",2296349233,,,
2020001e7ecd580d3f9e5e69a954ec8d89dcf3ddeeca,202010.1109/ICDT61202.2024.10489086,2020 Effective Risk Prediction of Cardiovascular Disease Using Machine Learning Classifiers,,International Conference on Database Theory,conference,bea6dbb8-4367-4c35-8e28-e749f3ad107c,2024 2nd International Conference on Disruptive Technologies (ICDT),1355-1360,Unknown,2020bea6dbb8-4367-4c35-8e28-e749f3ad107c,2020,2024-03-15,"Sanjeev Bhardwaj, Deepankar Bharadwaj","2296349233, 47350595",https://www.semanticscholar.org/paper/001e7ecd580d3f9e5e69a954ec8d89dcf3ddeeca,"Computer Science, Medicine",2296349233,,,
2020001eb5709572a014485bbcf1e983442351d05f80,202010.1109/HOST49136.2021.9702287,2020 Using Undervolting as an on-Device Defense Against Adversarial Machine Learning Attacks,,IEEE International Symposium on Hardware Oriented Security and Trust,conference,69a08215-5ca4-41b6-a305-da432d8bd5a8,2021 IEEE International Symposium on Hardware Oriented Security and Trust (HOST),158-169,Unknown,202069a08215-5ca4-41b6-a305-da432d8bd5a8,2020,2021-07-20,"Saikat Majumdar, Mohammad Hossein Samavatian, Kristin Barber, R. Teodorescu","2057273909, 2830340, 20295684, 3084320",https://www.semanticscholar.org/paper/001eb5709572a014485bbcf1e983442351d05f80,"Computer Science, Engineering",2057273909,,,
2019001eb5709572a014485bbcf1e983442351d05f80,201910.1109/HOST49136.2021.9702287,2019 Using Undervolting as an on-Device Defense Against Adversarial Machine Learning Attacks,,IEEE International Symposium on Hardware Oriented Security and Trust,conference,69a08215-5ca4-41b6-a305-da432d8bd5a8,2021 IEEE International Symposium on Hardware Oriented Security and Trust (HOST),158-169,Unknown,201969a08215-5ca4-41b6-a305-da432d8bd5a8,2019,2021-07-20,"Saikat Majumdar, Mohammad Hossein Samavatian, Kristin Barber, R. Teodorescu","2057273909, 2830340, 20295684, 3084320",https://www.semanticscholar.org/paper/001eb5709572a014485bbcf1e983442351d05f80,"Computer Science, Engineering",2057273909,,,
2018001eb5709572a014485bbcf1e983442351d05f80,201810.1109/HOST49136.2021.9702287,2018 Using Undervolting as an on-Device Defense Against Adversarial Machine Learning Attacks,,IEEE International Symposium on Hardware Oriented Security and Trust,conference,69a08215-5ca4-41b6-a305-da432d8bd5a8,2021 IEEE International Symposium on Hardware Oriented Security and Trust (HOST),158-169,Unknown,201869a08215-5ca4-41b6-a305-da432d8bd5a8,2018,2021-07-20,"Saikat Majumdar, Mohammad Hossein Samavatian, Kristin Barber, R. Teodorescu","2057273909, 2830340, 20295684, 3084320",https://www.semanticscholar.org/paper/001eb5709572a014485bbcf1e983442351d05f80,"Computer Science, Engineering",2057273909,,,
2017001eb5709572a014485bbcf1e983442351d05f80,201710.1109/HOST49136.2021.9702287,2017 Using Undervolting as an on-Device Defense Against Adversarial Machine Learning Attacks,,IEEE International Symposium on Hardware Oriented Security and Trust,conference,69a08215-5ca4-41b6-a305-da432d8bd5a8,2021 IEEE International Symposium on Hardware Oriented Security and Trust (HOST),158-169,Unknown,201769a08215-5ca4-41b6-a305-da432d8bd5a8,2017,2021-07-20,"Saikat Majumdar, Mohammad Hossein Samavatian, Kristin Barber, R. Teodorescu","2057273909, 2830340, 20295684, 3084320",https://www.semanticscholar.org/paper/001eb5709572a014485bbcf1e983442351d05f80,"Computer Science, Engineering",2057273909,,,
2017001eef72429e014630dad45c4ddc1cae174dbe8c,201710.1109/ICCUBEA.2018.8697458,2017 3D Object Classification Using Bounding Box,,International Conference on Computing Communication Control and automation,conference,9213b848-c171-4f98-8c0b-e69f0b41941b,2018 Fourth International Conference on Computing Communication Control and Automation (ICCUBEA),1-6,Unknown,20179213b848-c171-4f98-8c0b-e69f0b41941b,2017,2018-08-01,"Gauri Malwe, D. Kshirsagar, A. Madkaikar","107691802, 39934720, 108369486",https://www.semanticscholar.org/paper/001eef72429e014630dad45c4ddc1cae174dbe8c,"Computer Science, Engineering",107691802,,,
2016001eef72429e014630dad45c4ddc1cae174dbe8c,201610.1109/ICCUBEA.2018.8697458,2016 3D Object Classification Using Bounding Box,,International Conference on Computing Communication Control and automation,conference,9213b848-c171-4f98-8c0b-e69f0b41941b,2018 Fourth International Conference on Computing Communication Control and Automation (ICCUBEA),1-6,Unknown,20169213b848-c171-4f98-8c0b-e69f0b41941b,2016,2018-08-01,"Gauri Malwe, D. Kshirsagar, A. Madkaikar","107691802, 39934720, 108369486",https://www.semanticscholar.org/paper/001eef72429e014630dad45c4ddc1cae174dbe8c,"Computer Science, Engineering",107691802,,,
2015001eef72429e014630dad45c4ddc1cae174dbe8c,201510.1109/ICCUBEA.2018.8697458,2015 3D Object Classification Using Bounding Box,,International Conference on Computing Communication Control and automation,conference,9213b848-c171-4f98-8c0b-e69f0b41941b,2018 Fourth International Conference on Computing Communication Control and Automation (ICCUBEA),1-6,Unknown,20159213b848-c171-4f98-8c0b-e69f0b41941b,2015,2018-08-01,"Gauri Malwe, D. Kshirsagar, A. Madkaikar","107691802, 39934720, 108369486",https://www.semanticscholar.org/paper/001eef72429e014630dad45c4ddc1cae174dbe8c,"Computer Science, Engineering",107691802,,,
2014001eef72429e014630dad45c4ddc1cae174dbe8c,201410.1109/ICCUBEA.2018.8697458,2014 3D Object Classification Using Bounding Box,,International Conference on Computing Communication Control and automation,conference,9213b848-c171-4f98-8c0b-e69f0b41941b,2018 Fourth International Conference on Computing Communication Control and Automation (ICCUBEA),1-6,Unknown,20149213b848-c171-4f98-8c0b-e69f0b41941b,2014,2018-08-01,"Gauri Malwe, D. Kshirsagar, A. Madkaikar","107691802, 39934720, 108369486",https://www.semanticscholar.org/paper/001eef72429e014630dad45c4ddc1cae174dbe8c,"Computer Science, Engineering",107691802,,,
2019001f207cc7a80ad08cdbab2b8eca23b0a8618cb3,201910.1109/IJCNN48605.2020.9207724,2019 Regularized robust fuzzy least squares twin support vector machine for class imbalance learning,,IEEE International Joint Conference on Neural Network,conference,f80ba4a3-7aed-4021-b4d8-e4f50668847a,2020 International Joint Conference on Neural Networks (IJCNN),1-8,Unknown,2019f80ba4a3-7aed-4021-b4d8-e4f50668847a,2019,2020-07-01,"M. A. Ganaie, M. Tanveer, P. Suganthan","151113774, 152622072, 1688355",https://www.semanticscholar.org/paper/001f207cc7a80ad08cdbab2b8eca23b0a8618cb3,Computer Science,151113774,,,
2018001f207cc7a80ad08cdbab2b8eca23b0a8618cb3,201810.1109/IJCNN48605.2020.9207724,2018 Regularized robust fuzzy least squares twin support vector machine for class imbalance learning,,IEEE International Joint Conference on Neural Network,conference,f80ba4a3-7aed-4021-b4d8-e4f50668847a,2020 International Joint Conference on Neural Networks (IJCNN),1-8,Unknown,2018f80ba4a3-7aed-4021-b4d8-e4f50668847a,2018,2020-07-01,"M. A. Ganaie, M. Tanveer, P. Suganthan","151113774, 152622072, 1688355",https://www.semanticscholar.org/paper/001f207cc7a80ad08cdbab2b8eca23b0a8618cb3,Computer Science,151113774,,,
2017001f207cc7a80ad08cdbab2b8eca23b0a8618cb3,201710.1109/IJCNN48605.2020.9207724,2017 Regularized robust fuzzy least squares twin support vector machine for class imbalance learning,,IEEE International Joint Conference on Neural Network,conference,f80ba4a3-7aed-4021-b4d8-e4f50668847a,2020 International Joint Conference on Neural Networks (IJCNN),1-8,Unknown,2017f80ba4a3-7aed-4021-b4d8-e4f50668847a,2017,2020-07-01,"M. A. Ganaie, M. Tanveer, P. Suganthan","151113774, 152622072, 1688355",https://www.semanticscholar.org/paper/001f207cc7a80ad08cdbab2b8eca23b0a8618cb3,Computer Science,151113774,,,
2016001f207cc7a80ad08cdbab2b8eca23b0a8618cb3,201610.1109/IJCNN48605.2020.9207724,2016 Regularized robust fuzzy least squares twin support vector machine for class imbalance learning,,IEEE International Joint Conference on Neural Network,conference,f80ba4a3-7aed-4021-b4d8-e4f50668847a,2020 International Joint Conference on Neural Networks (IJCNN),1-8,Unknown,2016f80ba4a3-7aed-4021-b4d8-e4f50668847a,2016,2020-07-01,"M. A. Ganaie, M. Tanveer, P. Suganthan","151113774, 152622072, 1688355",https://www.semanticscholar.org/paper/001f207cc7a80ad08cdbab2b8eca23b0a8618cb3,Computer Science,151113774,,,
2020001f57b2f330304224c85d73091c6af31cf91b78,202010.1109/ISIT50566.2022.9834691,2020 Accelerated Proximal Alternating Gradient-Descent-Ascent for Nonconvex Minimax Machine Learning,,International Symposium on Information Theory,conference,234ccdc0-f58f-4f94-b86a-428d11a0c5ad,2022 IEEE International Symposium on Information Theory (ISIT),672-677,Unknown,2020234ccdc0-f58f-4f94-b86a-428d11a0c5ad,2020,2021-12-22,"Ziyi Chen, Shaocong Ma, Yi Zhou","2144251699, 1576266923, 2118765295",https://www.semanticscholar.org/paper/001f57b2f330304224c85d73091c6af31cf91b78,"Computer Science, Mathematics",2144251699,,,
2019001f57b2f330304224c85d73091c6af31cf91b78,201910.1109/ISIT50566.2022.9834691,2019 Accelerated Proximal Alternating Gradient-Descent-Ascent for Nonconvex Minimax Machine Learning,,International Symposium on Information Theory,conference,234ccdc0-f58f-4f94-b86a-428d11a0c5ad,2022 IEEE International Symposium on Information Theory (ISIT),672-677,Unknown,2019234ccdc0-f58f-4f94-b86a-428d11a0c5ad,2019,2021-12-22,"Ziyi Chen, Shaocong Ma, Yi Zhou","2144251699, 1576266923, 2118765295",https://www.semanticscholar.org/paper/001f57b2f330304224c85d73091c6af31cf91b78,"Computer Science, Mathematics",2144251699,,,
2018001f57b2f330304224c85d73091c6af31cf91b78,201810.1109/ISIT50566.2022.9834691,2018 Accelerated Proximal Alternating Gradient-Descent-Ascent for Nonconvex Minimax Machine Learning,,International Symposium on Information Theory,conference,234ccdc0-f58f-4f94-b86a-428d11a0c5ad,2022 IEEE International Symposium on Information Theory (ISIT),672-677,Unknown,2018234ccdc0-f58f-4f94-b86a-428d11a0c5ad,2018,2021-12-22,"Ziyi Chen, Shaocong Ma, Yi Zhou","2144251699, 1576266923, 2118765295",https://www.semanticscholar.org/paper/001f57b2f330304224c85d73091c6af31cf91b78,"Computer Science, Mathematics",2144251699,,,
2017001f57b2f330304224c85d73091c6af31cf91b78,201710.1109/ISIT50566.2022.9834691,2017 Accelerated Proximal Alternating Gradient-Descent-Ascent for Nonconvex Minimax Machine Learning,,International Symposium on Information Theory,conference,234ccdc0-f58f-4f94-b86a-428d11a0c5ad,2022 IEEE International Symposium on Information Theory (ISIT),672-677,Unknown,2017234ccdc0-f58f-4f94-b86a-428d11a0c5ad,2017,2021-12-22,"Ziyi Chen, Shaocong Ma, Yi Zhou","2144251699, 1576266923, 2118765295",https://www.semanticscholar.org/paper/001f57b2f330304224c85d73091c6af31cf91b78,"Computer Science, Mathematics",2144251699,,,
2019001f9f243d239b9514d57e233d462fee1529012d,201910.1145/3383972.3384020,2019 A Vectorization Approach to Language Identification of Social Media Short Texts,,International Conference on Machine Learning and Computing,conference,d79c0d2a-37de-4287-87e7-1e57576dcae7,Proceedings of the 2020 12th International Conference on Machine Learning and Computing,Unknown,Unknown,2019d79c0d2a-37de-4287-87e7-1e57576dcae7,2019,2020-02-15,"Bo Ding, Hao Luo, Zhigang Wu, Shuzhuang Zhang","None, 145639692, 144033656, 2738247",https://www.semanticscholar.org/paper/001f9f243d239b9514d57e233d462fee1529012d,Computer Science,,,,
2018001f9f243d239b9514d57e233d462fee1529012d,201810.1145/3383972.3384020,2018 A Vectorization Approach to Language Identification of Social Media Short Texts,,International Conference on Machine Learning and Computing,conference,d79c0d2a-37de-4287-87e7-1e57576dcae7,Proceedings of the 2020 12th International Conference on Machine Learning and Computing,Unknown,Unknown,2018d79c0d2a-37de-4287-87e7-1e57576dcae7,2018,2020-02-15,"Bo Ding, Hao Luo, Zhigang Wu, Shuzhuang Zhang","None, 145639692, 144033656, 2738247",https://www.semanticscholar.org/paper/001f9f243d239b9514d57e233d462fee1529012d,Computer Science,,,,
2017001f9f243d239b9514d57e233d462fee1529012d,201710.1145/3383972.3384020,2017 A Vectorization Approach to Language Identification of Social Media Short Texts,,International Conference on Machine Learning and Computing,conference,d79c0d2a-37de-4287-87e7-1e57576dcae7,Proceedings of the 2020 12th International Conference on Machine Learning and Computing,Unknown,Unknown,2017d79c0d2a-37de-4287-87e7-1e57576dcae7,2017,2020-02-15,"Bo Ding, Hao Luo, Zhigang Wu, Shuzhuang Zhang","None, 145639692, 144033656, 2738247",https://www.semanticscholar.org/paper/001f9f243d239b9514d57e233d462fee1529012d,Computer Science,,,,
2016001f9f243d239b9514d57e233d462fee1529012d,201610.1145/3383972.3384020,2016 A Vectorization Approach to Language Identification of Social Media Short Texts,,International Conference on Machine Learning and Computing,conference,d79c0d2a-37de-4287-87e7-1e57576dcae7,Proceedings of the 2020 12th International Conference on Machine Learning and Computing,Unknown,Unknown,2016d79c0d2a-37de-4287-87e7-1e57576dcae7,2016,2020-02-15,"Bo Ding, Hao Luo, Zhigang Wu, Shuzhuang Zhang","None, 145639692, 144033656, 2738247",https://www.semanticscholar.org/paper/001f9f243d239b9514d57e233d462fee1529012d,Computer Science,,,,
202300204e5c4e0e8dc3aa4b9fd42ffae323985ecdf6,202310.1109/ICLO59702.2024.10624371,2023 Time-resolved fluorescence spectroscopy in differential diagnosis of liver cancer in vivo,,International Conference Laser Optics,conference,a01f9bd5-61d7-4286-a051-30df17d78dda,2024 International Conference Laser Optics (ICLO),493-493,Unknown,2023a01f9bd5-61d7-4286-a051-30df17d78dda,2023,2024-07-01,"E. V. Potapova, V. Shupletsov, V. Dremin, A. V. Mamoshin, A. V. Dunaev","2059358589, 1395086006, 2315092655, 2316755864, 2135277815",https://www.semanticscholar.org/paper/00204e5c4e0e8dc3aa4b9fd42ffae323985ecdf6,"Engineering, Medicine",2059358589,,,
202200204e5c4e0e8dc3aa4b9fd42ffae323985ecdf6,202210.1109/ICLO59702.2024.10624371,2022 Time-resolved fluorescence spectroscopy in differential diagnosis of liver cancer in vivo,,International Conference Laser Optics,conference,a01f9bd5-61d7-4286-a051-30df17d78dda,2024 International Conference Laser Optics (ICLO),493-493,Unknown,2022a01f9bd5-61d7-4286-a051-30df17d78dda,2022,2024-07-01,"E. V. Potapova, V. Shupletsov, V. Dremin, A. V. Mamoshin, A. V. Dunaev","2059358589, 1395086006, 2315092655, 2316755864, 2135277815",https://www.semanticscholar.org/paper/00204e5c4e0e8dc3aa4b9fd42ffae323985ecdf6,"Engineering, Medicine",2059358589,,,
202100204e5c4e0e8dc3aa4b9fd42ffae323985ecdf6,202110.1109/ICLO59702.2024.10624371,2021 Time-resolved fluorescence spectroscopy in differential diagnosis of liver cancer in vivo,,International Conference Laser Optics,conference,a01f9bd5-61d7-4286-a051-30df17d78dda,2024 International Conference Laser Optics (ICLO),493-493,Unknown,2021a01f9bd5-61d7-4286-a051-30df17d78dda,2021,2024-07-01,"E. V. Potapova, V. Shupletsov, V. Dremin, A. V. Mamoshin, A. V. Dunaev","2059358589, 1395086006, 2315092655, 2316755864, 2135277815",https://www.semanticscholar.org/paper/00204e5c4e0e8dc3aa4b9fd42ffae323985ecdf6,"Engineering, Medicine",2059358589,,,
202000204e5c4e0e8dc3aa4b9fd42ffae323985ecdf6,202010.1109/ICLO59702.2024.10624371,2020 Time-resolved fluorescence spectroscopy in differential diagnosis of liver cancer in vivo,,International Conference Laser Optics,conference,a01f9bd5-61d7-4286-a051-30df17d78dda,2024 International Conference Laser Optics (ICLO),493-493,Unknown,2020a01f9bd5-61d7-4286-a051-30df17d78dda,2020,2024-07-01,"E. V. Potapova, V. Shupletsov, V. Dremin, A. V. Mamoshin, A. V. Dunaev","2059358589, 1395086006, 2315092655, 2316755864, 2135277815",https://www.semanticscholar.org/paper/00204e5c4e0e8dc3aa4b9fd42ffae323985ecdf6,"Engineering, Medicine",2059358589,,,
2020002419348bc4f97db77338d125064c673c4a1ce7,202010.1109/ICHI52183.2021.00037,2020 Automatic Assignment of ICD-10 Codes to Diagnostic Texts using Transformers Based Techniques,,IEEE International Conference on Healthcare Informatics,conference,4c82b394-c401-4ce2-982e-7ab79de2bd24,2021 IEEE 9th International Conference on Healthcare Informatics (ICHI),188-192,Unknown,20204c82b394-c401-4ce2-982e-7ab79de2bd24,2020,2021-08-01,"Mihai Horia Popescu, Kevin Roitero, Stefano Travasci, V. D. Mea","2072374033, 3445334, 2133231714, 2335925",https://www.semanticscholar.org/paper/002419348bc4f97db77338d125064c673c4a1ce7,"Computer Science, Medicine",2072374033,,,
2019002419348bc4f97db77338d125064c673c4a1ce7,201910.1109/ICHI52183.2021.00037,2019 Automatic Assignment of ICD-10 Codes to Diagnostic Texts using Transformers Based Techniques,,IEEE International Conference on Healthcare Informatics,conference,4c82b394-c401-4ce2-982e-7ab79de2bd24,2021 IEEE 9th International Conference on Healthcare Informatics (ICHI),188-192,Unknown,20194c82b394-c401-4ce2-982e-7ab79de2bd24,2019,2021-08-01,"Mihai Horia Popescu, Kevin Roitero, Stefano Travasci, V. D. Mea","2072374033, 3445334, 2133231714, 2335925",https://www.semanticscholar.org/paper/002419348bc4f97db77338d125064c673c4a1ce7,"Computer Science, Medicine",2072374033,,,
2018002419348bc4f97db77338d125064c673c4a1ce7,201810.1109/ICHI52183.2021.00037,2018 Automatic Assignment of ICD-10 Codes to Diagnostic Texts using Transformers Based Techniques,,IEEE International Conference on Healthcare Informatics,conference,4c82b394-c401-4ce2-982e-7ab79de2bd24,2021 IEEE 9th International Conference on Healthcare Informatics (ICHI),188-192,Unknown,20184c82b394-c401-4ce2-982e-7ab79de2bd24,2018,2021-08-01,"Mihai Horia Popescu, Kevin Roitero, Stefano Travasci, V. D. Mea","2072374033, 3445334, 2133231714, 2335925",https://www.semanticscholar.org/paper/002419348bc4f97db77338d125064c673c4a1ce7,"Computer Science, Medicine",2072374033,,,
2017002419348bc4f97db77338d125064c673c4a1ce7,201710.1109/ICHI52183.2021.00037,2017 Automatic Assignment of ICD-10 Codes to Diagnostic Texts using Transformers Based Techniques,,IEEE International Conference on Healthcare Informatics,conference,4c82b394-c401-4ce2-982e-7ab79de2bd24,2021 IEEE 9th International Conference on Healthcare Informatics (ICHI),188-192,Unknown,20174c82b394-c401-4ce2-982e-7ab79de2bd24,2017,2021-08-01,"Mihai Horia Popescu, Kevin Roitero, Stefano Travasci, V. D. Mea","2072374033, 3445334, 2133231714, 2335925",https://www.semanticscholar.org/paper/002419348bc4f97db77338d125064c673c4a1ce7,"Computer Science, Medicine",2072374033,,,
201900247f60e652c4e0b009d7e2744cb29472ae9ddd,201910.1109/CcS49175.2020.9231447,2019 A Survey of Learning Style Detection Method using Eye-Tracking and Machine Learning in Multimedia Learning,,Conference on Computer and Communications Security,conference,73f7fe95-b68b-468f-b7ba-3013ca879e50,2020 International Symposium on Community-centric Systems (CcS),1-6,Unknown,201973f7fe95-b68b-468f-b7ba-3013ca879e50,2019,2020-09-01,"S. Wibirama, A. P. Sidhawara, Generosa Lukhayu Pritalia, T. B. Adji","7487040, 90613439, 2229888163, 2001430",https://www.semanticscholar.org/paper/00247f60e652c4e0b009d7e2744cb29472ae9ddd,"Computer Science, Education",7487040,,,
201800247f60e652c4e0b009d7e2744cb29472ae9ddd,201810.1109/CcS49175.2020.9231447,2018 A Survey of Learning Style Detection Method using Eye-Tracking and Machine Learning in Multimedia Learning,,Conference on Computer and Communications Security,conference,73f7fe95-b68b-468f-b7ba-3013ca879e50,2020 International Symposium on Community-centric Systems (CcS),1-6,Unknown,201873f7fe95-b68b-468f-b7ba-3013ca879e50,2018,2020-09-01,"S. Wibirama, A. P. Sidhawara, Generosa Lukhayu Pritalia, T. B. Adji","7487040, 90613439, 2229888163, 2001430",https://www.semanticscholar.org/paper/00247f60e652c4e0b009d7e2744cb29472ae9ddd,"Computer Science, Education",7487040,,,
201700247f60e652c4e0b009d7e2744cb29472ae9ddd,201710.1109/CcS49175.2020.9231447,2017 A Survey of Learning Style Detection Method using Eye-Tracking and Machine Learning in Multimedia Learning,,Conference on Computer and Communications Security,conference,73f7fe95-b68b-468f-b7ba-3013ca879e50,2020 International Symposium on Community-centric Systems (CcS),1-6,Unknown,201773f7fe95-b68b-468f-b7ba-3013ca879e50,2017,2020-09-01,"S. Wibirama, A. P. Sidhawara, Generosa Lukhayu Pritalia, T. B. Adji","7487040, 90613439, 2229888163, 2001430",https://www.semanticscholar.org/paper/00247f60e652c4e0b009d7e2744cb29472ae9ddd,"Computer Science, Education",7487040,,,
201600247f60e652c4e0b009d7e2744cb29472ae9ddd,201610.1109/CcS49175.2020.9231447,2016 A Survey of Learning Style Detection Method using Eye-Tracking and Machine Learning in Multimedia Learning,,Conference on Computer and Communications Security,conference,73f7fe95-b68b-468f-b7ba-3013ca879e50,2020 International Symposium on Community-centric Systems (CcS),1-6,Unknown,201673f7fe95-b68b-468f-b7ba-3013ca879e50,2016,2020-09-01,"S. Wibirama, A. P. Sidhawara, Generosa Lukhayu Pritalia, T. B. Adji","7487040, 90613439, 2229888163, 2001430",https://www.semanticscholar.org/paper/00247f60e652c4e0b009d7e2744cb29472ae9ddd,"Computer Science, Education",7487040,,,
