Edition_ID,Venue_ID,Conference_Edition_Name,Year
20050d6f7fba-7092-46b3-8039-93458dba736b,0d6f7fba-7092-46b3-8039-93458dba736b,"2005 IEEE International Conference on Acoustics, Speech, and Signal Processing",2005
20040d6f7fba-7092-46b3-8039-93458dba736b,0d6f7fba-7092-46b3-8039-93458dba736b,"2004 IEEE International Conference on Acoustics, Speech, and Signal Processing",2004
2021d8655d54-1311-417a-91f7-c5c6daf8fba2,d8655d54-1311-417a-91f7-c5c6daf8fba2,"2021 IEEE International Conference on Software Analysis, Evolution, and Reengineering",2021
2020d8655d54-1311-417a-91f7-c5c6daf8fba2,d8655d54-1311-417a-91f7-c5c6daf8fba2,"2020 IEEE International Conference on Software Analysis, Evolution, and Reengineering",2020
2019d8655d54-1311-417a-91f7-c5c6daf8fba2,d8655d54-1311-417a-91f7-c5c6daf8fba2,"2019 IEEE International Conference on Software Analysis, Evolution, and Reengineering",2019
2018d8655d54-1311-417a-91f7-c5c6daf8fba2,d8655d54-1311-417a-91f7-c5c6daf8fba2,"2018 IEEE International Conference on Software Analysis, Evolution, and Reengineering",2018
2017d8655d54-1311-417a-91f7-c5c6daf8fba2,d8655d54-1311-417a-91f7-c5c6daf8fba2,"2017 IEEE International Conference on Software Analysis, Evolution, and Reengineering",2017
20239213b848-c171-4f98-8c0b-e69f0b41941b,9213b848-c171-4f98-8c0b-e69f0b41941b,2023 International Conference on Computing Communication Control and automation,2023
20229213b848-c171-4f98-8c0b-e69f0b41941b,9213b848-c171-4f98-8c0b-e69f0b41941b,2022 International Conference on Computing Communication Control and automation,2022
20219213b848-c171-4f98-8c0b-e69f0b41941b,9213b848-c171-4f98-8c0b-e69f0b41941b,2021 International Conference on Computing Communication Control and automation,2021
20209213b848-c171-4f98-8c0b-e69f0b41941b,9213b848-c171-4f98-8c0b-e69f0b41941b,2020 International Conference on Computing Communication Control and automation,2020
20199213b848-c171-4f98-8c0b-e69f0b41941b,9213b848-c171-4f98-8c0b-e69f0b41941b,2019 International Conference on Computing Communication Control and automation,2019
20238f83be5d-9857-4772-ba0a-0cd7aa18e467,8f83be5d-9857-4772-ba0a-0cd7aa18e467,2023 International Conference on Electrical and Electronics Engineering,2023
20228f83be5d-9857-4772-ba0a-0cd7aa18e467,8f83be5d-9857-4772-ba0a-0cd7aa18e467,2022 International Conference on Electrical and Electronics Engineering,2022
20218f83be5d-9857-4772-ba0a-0cd7aa18e467,8f83be5d-9857-4772-ba0a-0cd7aa18e467,2021 International Conference on Electrical and Electronics Engineering,2021
20208f83be5d-9857-4772-ba0a-0cd7aa18e467,8f83be5d-9857-4772-ba0a-0cd7aa18e467,2020 International Conference on Electrical and Electronics Engineering,2020
20198f83be5d-9857-4772-ba0a-0cd7aa18e467,8f83be5d-9857-4772-ba0a-0cd7aa18e467,2019 International Conference on Electrical and Electronics Engineering,2019
202454c34256-7049-4afc-ad8d-f2b68cca0a45,54c34256-7049-4afc-ad8d-f2b68cca0a45,"2024 SouthEast European Design Automation, Computer Engineering, Computer Networks and Social Media Conference",2024
202354c34256-7049-4afc-ad8d-f2b68cca0a45,54c34256-7049-4afc-ad8d-f2b68cca0a45,"2023 SouthEast European Design Automation, Computer Engineering, Computer Networks and Social Media Conference",2023
202254c34256-7049-4afc-ad8d-f2b68cca0a45,54c34256-7049-4afc-ad8d-f2b68cca0a45,"2022 SouthEast European Design Automation, Computer Engineering, Computer Networks and Social Media Conference",2022
202154c34256-7049-4afc-ad8d-f2b68cca0a45,54c34256-7049-4afc-ad8d-f2b68cca0a45,"2021 SouthEast European Design Automation, Computer Engineering, Computer Networks and Social Media Conference",2021
202054c34256-7049-4afc-ad8d-f2b68cca0a45,54c34256-7049-4afc-ad8d-f2b68cca0a45,"2020 SouthEast European Design Automation, Computer Engineering, Computer Networks and Social Media Conference",2020
20221ea59d80-d9e8-455e-aa83-2f0afd7503aa,1ea59d80-d9e8-455e-aa83-2f0afd7503aa,2022 International Workshop on Sensor-based Activity Recognition and Interaction,2022
20211ea59d80-d9e8-455e-aa83-2f0afd7503aa,1ea59d80-d9e8-455e-aa83-2f0afd7503aa,2021 International Workshop on Sensor-based Activity Recognition and Interaction,2021
20201ea59d80-d9e8-455e-aa83-2f0afd7503aa,1ea59d80-d9e8-455e-aa83-2f0afd7503aa,2020 International Workshop on Sensor-based Activity Recognition and Interaction,2020
20191ea59d80-d9e8-455e-aa83-2f0afd7503aa,1ea59d80-d9e8-455e-aa83-2f0afd7503aa,2019 International Workshop on Sensor-based Activity Recognition and Interaction,2019
20181ea59d80-d9e8-455e-aa83-2f0afd7503aa,1ea59d80-d9e8-455e-aa83-2f0afd7503aa,2018 International Workshop on Sensor-based Activity Recognition and Interaction,2018
20210d6f7fba-7092-46b3-8039-93458dba736b,0d6f7fba-7092-46b3-8039-93458dba736b,"2021 IEEE International Conference on Acoustics, Speech, and Signal Processing",2021
20200d6f7fba-7092-46b3-8039-93458dba736b,0d6f7fba-7092-46b3-8039-93458dba736b,"2020 IEEE International Conference on Acoustics, Speech, and Signal Processing",2020
20190d6f7fba-7092-46b3-8039-93458dba736b,0d6f7fba-7092-46b3-8039-93458dba736b,"2019 IEEE International Conference on Acoustics, Speech, and Signal Processing",2019
20180d6f7fba-7092-46b3-8039-93458dba736b,0d6f7fba-7092-46b3-8039-93458dba736b,"2018 IEEE International Conference on Acoustics, Speech, and Signal Processing",2018
20170d6f7fba-7092-46b3-8039-93458dba736b,0d6f7fba-7092-46b3-8039-93458dba736b,"2017 IEEE International Conference on Acoustics, Speech, and Signal Processing",2017
20156682f507-bba1-49f1-a361-cf7f43ab432b,6682f507-bba1-49f1-a361-cf7f43ab432b,2015 International Conference on Robotics and Mechatronics,2015
20146682f507-bba1-49f1-a361-cf7f43ab432b,6682f507-bba1-49f1-a361-cf7f43ab432b,2014 International Conference on Robotics and Mechatronics,2014
20136682f507-bba1-49f1-a361-cf7f43ab432b,6682f507-bba1-49f1-a361-cf7f43ab432b,2013 International Conference on Robotics and Mechatronics,2013
20126682f507-bba1-49f1-a361-cf7f43ab432b,6682f507-bba1-49f1-a361-cf7f43ab432b,2012 International Conference on Robotics and Mechatronics,2012
20116682f507-bba1-49f1-a361-cf7f43ab432b,6682f507-bba1-49f1-a361-cf7f43ab432b,2011 International Conference on Robotics and Mechatronics,2011
20224a0a181c-3807-4883-8ac2-b0ddf5f46497,4a0a181c-3807-4883-8ac2-b0ddf5f46497,2022 International Conference on Communication and Electronics Systems,2022
20214a0a181c-3807-4883-8ac2-b0ddf5f46497,4a0a181c-3807-4883-8ac2-b0ddf5f46497,2021 International Conference on Communication and Electronics Systems,2021
20204a0a181c-3807-4883-8ac2-b0ddf5f46497,4a0a181c-3807-4883-8ac2-b0ddf5f46497,2020 International Conference on Communication and Electronics Systems,2020
20194a0a181c-3807-4883-8ac2-b0ddf5f46497,4a0a181c-3807-4883-8ac2-b0ddf5f46497,2019 International Conference on Communication and Electronics Systems,2019
20184a0a181c-3807-4883-8ac2-b0ddf5f46497,4a0a181c-3807-4883-8ac2-b0ddf5f46497,2018 International Conference on Communication and Electronics Systems,2018
2024bea6dbb8-4367-4c35-8e28-e749f3ad107c,bea6dbb8-4367-4c35-8e28-e749f3ad107c,2024 International Conference on Database Theory,2024
2023bea6dbb8-4367-4c35-8e28-e749f3ad107c,bea6dbb8-4367-4c35-8e28-e749f3ad107c,2023 International Conference on Database Theory,2023
2022bea6dbb8-4367-4c35-8e28-e749f3ad107c,bea6dbb8-4367-4c35-8e28-e749f3ad107c,2022 International Conference on Database Theory,2022
2021bea6dbb8-4367-4c35-8e28-e749f3ad107c,bea6dbb8-4367-4c35-8e28-e749f3ad107c,2021 International Conference on Database Theory,2021
2020bea6dbb8-4367-4c35-8e28-e749f3ad107c,bea6dbb8-4367-4c35-8e28-e749f3ad107c,2020 International Conference on Database Theory,2020
202169a08215-5ca4-41b6-a305-da432d8bd5a8,69a08215-5ca4-41b6-a305-da432d8bd5a8,2021 IEEE International Symposium on Hardware Oriented Security and Trust,2021
202069a08215-5ca4-41b6-a305-da432d8bd5a8,69a08215-5ca4-41b6-a305-da432d8bd5a8,2020 IEEE International Symposium on Hardware Oriented Security and Trust,2020
201969a08215-5ca4-41b6-a305-da432d8bd5a8,69a08215-5ca4-41b6-a305-da432d8bd5a8,2019 IEEE International Symposium on Hardware Oriented Security and Trust,2019
201869a08215-5ca4-41b6-a305-da432d8bd5a8,69a08215-5ca4-41b6-a305-da432d8bd5a8,2018 IEEE International Symposium on Hardware Oriented Security and Trust,2018
201769a08215-5ca4-41b6-a305-da432d8bd5a8,69a08215-5ca4-41b6-a305-da432d8bd5a8,2017 IEEE International Symposium on Hardware Oriented Security and Trust,2017
20189213b848-c171-4f98-8c0b-e69f0b41941b,9213b848-c171-4f98-8c0b-e69f0b41941b,2018 International Conference on Computing Communication Control and automation,2018
20179213b848-c171-4f98-8c0b-e69f0b41941b,9213b848-c171-4f98-8c0b-e69f0b41941b,2017 International Conference on Computing Communication Control and automation,2017
20169213b848-c171-4f98-8c0b-e69f0b41941b,9213b848-c171-4f98-8c0b-e69f0b41941b,2016 International Conference on Computing Communication Control and automation,2016
20159213b848-c171-4f98-8c0b-e69f0b41941b,9213b848-c171-4f98-8c0b-e69f0b41941b,2015 International Conference on Computing Communication Control and automation,2015
20149213b848-c171-4f98-8c0b-e69f0b41941b,9213b848-c171-4f98-8c0b-e69f0b41941b,2014 International Conference on Computing Communication Control and automation,2014
2020f80ba4a3-7aed-4021-b4d8-e4f50668847a,f80ba4a3-7aed-4021-b4d8-e4f50668847a,2020 IEEE International Joint Conference on Neural Network,2020
2019f80ba4a3-7aed-4021-b4d8-e4f50668847a,f80ba4a3-7aed-4021-b4d8-e4f50668847a,2019 IEEE International Joint Conference on Neural Network,2019
2018f80ba4a3-7aed-4021-b4d8-e4f50668847a,f80ba4a3-7aed-4021-b4d8-e4f50668847a,2018 IEEE International Joint Conference on Neural Network,2018
2017f80ba4a3-7aed-4021-b4d8-e4f50668847a,f80ba4a3-7aed-4021-b4d8-e4f50668847a,2017 IEEE International Joint Conference on Neural Network,2017
2016f80ba4a3-7aed-4021-b4d8-e4f50668847a,f80ba4a3-7aed-4021-b4d8-e4f50668847a,2016 IEEE International Joint Conference on Neural Network,2016
2021234ccdc0-f58f-4f94-b86a-428d11a0c5ad,234ccdc0-f58f-4f94-b86a-428d11a0c5ad,2021 International Symposium on Information Theory,2021
2020234ccdc0-f58f-4f94-b86a-428d11a0c5ad,234ccdc0-f58f-4f94-b86a-428d11a0c5ad,2020 International Symposium on Information Theory,2020
2019234ccdc0-f58f-4f94-b86a-428d11a0c5ad,234ccdc0-f58f-4f94-b86a-428d11a0c5ad,2019 International Symposium on Information Theory,2019
2018234ccdc0-f58f-4f94-b86a-428d11a0c5ad,234ccdc0-f58f-4f94-b86a-428d11a0c5ad,2018 International Symposium on Information Theory,2018
2017234ccdc0-f58f-4f94-b86a-428d11a0c5ad,234ccdc0-f58f-4f94-b86a-428d11a0c5ad,2017 International Symposium on Information Theory,2017
2020d79c0d2a-37de-4287-87e7-1e57576dcae7,d79c0d2a-37de-4287-87e7-1e57576dcae7,2020 International Conference on Machine Learning and Computing,2020
2019d79c0d2a-37de-4287-87e7-1e57576dcae7,d79c0d2a-37de-4287-87e7-1e57576dcae7,2019 International Conference on Machine Learning and Computing,2019
2018d79c0d2a-37de-4287-87e7-1e57576dcae7,d79c0d2a-37de-4287-87e7-1e57576dcae7,2018 International Conference on Machine Learning and Computing,2018
2017d79c0d2a-37de-4287-87e7-1e57576dcae7,d79c0d2a-37de-4287-87e7-1e57576dcae7,2017 International Conference on Machine Learning and Computing,2017
2016d79c0d2a-37de-4287-87e7-1e57576dcae7,d79c0d2a-37de-4287-87e7-1e57576dcae7,2016 International Conference on Machine Learning and Computing,2016
2024a01f9bd5-61d7-4286-a051-30df17d78dda,a01f9bd5-61d7-4286-a051-30df17d78dda,2024 International Conference Laser Optics,2024
2023a01f9bd5-61d7-4286-a051-30df17d78dda,a01f9bd5-61d7-4286-a051-30df17d78dda,2023 International Conference Laser Optics,2023
2022a01f9bd5-61d7-4286-a051-30df17d78dda,a01f9bd5-61d7-4286-a051-30df17d78dda,2022 International Conference Laser Optics,2022
2021a01f9bd5-61d7-4286-a051-30df17d78dda,a01f9bd5-61d7-4286-a051-30df17d78dda,2021 International Conference Laser Optics,2021
2020a01f9bd5-61d7-4286-a051-30df17d78dda,a01f9bd5-61d7-4286-a051-30df17d78dda,2020 International Conference Laser Optics,2020
20214c82b394-c401-4ce2-982e-7ab79de2bd24,4c82b394-c401-4ce2-982e-7ab79de2bd24,2021 IEEE International Conference on Healthcare Informatics,2021
20204c82b394-c401-4ce2-982e-7ab79de2bd24,4c82b394-c401-4ce2-982e-7ab79de2bd24,2020 IEEE International Conference on Healthcare Informatics,2020
20194c82b394-c401-4ce2-982e-7ab79de2bd24,4c82b394-c401-4ce2-982e-7ab79de2bd24,2019 IEEE International Conference on Healthcare Informatics,2019
20184c82b394-c401-4ce2-982e-7ab79de2bd24,4c82b394-c401-4ce2-982e-7ab79de2bd24,2018 IEEE International Conference on Healthcare Informatics,2018
20174c82b394-c401-4ce2-982e-7ab79de2bd24,4c82b394-c401-4ce2-982e-7ab79de2bd24,2017 IEEE International Conference on Healthcare Informatics,2017
202073f7fe95-b68b-468f-b7ba-3013ca879e50,73f7fe95-b68b-468f-b7ba-3013ca879e50,2020 Conference on Computer and Communications Security,2020
201973f7fe95-b68b-468f-b7ba-3013ca879e50,73f7fe95-b68b-468f-b7ba-3013ca879e50,2019 Conference on Computer and Communications Security,2019
201873f7fe95-b68b-468f-b7ba-3013ca879e50,73f7fe95-b68b-468f-b7ba-3013ca879e50,2018 Conference on Computer and Communications Security,2018
201773f7fe95-b68b-468f-b7ba-3013ca879e50,73f7fe95-b68b-468f-b7ba-3013ca879e50,2017 Conference on Computer and Communications Security,2017
201673f7fe95-b68b-468f-b7ba-3013ca879e50,73f7fe95-b68b-468f-b7ba-3013ca879e50,2016 Conference on Computer and Communications Security,2016
20203a9e0ec4-25fc-4a07-8b5c-b1500b7babaa,3a9e0ec4-25fc-4a07-8b5c-b1500b7babaa,2020 International Test Conference,2020
20193a9e0ec4-25fc-4a07-8b5c-b1500b7babaa,3a9e0ec4-25fc-4a07-8b5c-b1500b7babaa,2019 International Test Conference,2019
20183a9e0ec4-25fc-4a07-8b5c-b1500b7babaa,3a9e0ec4-25fc-4a07-8b5c-b1500b7babaa,2018 International Test Conference,2018
20173a9e0ec4-25fc-4a07-8b5c-b1500b7babaa,3a9e0ec4-25fc-4a07-8b5c-b1500b7babaa,2017 International Test Conference,2017
20163a9e0ec4-25fc-4a07-8b5c-b1500b7babaa,3a9e0ec4-25fc-4a07-8b5c-b1500b7babaa,2016 International Test Conference,2016
2024e84bb5a1-8f79-42cc-8eb1-3a52f7c73d63,e84bb5a1-8f79-42cc-8eb1-3a52f7c73d63,"2024 IEEE International Conference on Systems, Man and Cybernetics",2024
2023e84bb5a1-8f79-42cc-8eb1-3a52f7c73d63,e84bb5a1-8f79-42cc-8eb1-3a52f7c73d63,"2023 IEEE International Conference on Systems, Man and Cybernetics",2023
2022e84bb5a1-8f79-42cc-8eb1-3a52f7c73d63,e84bb5a1-8f79-42cc-8eb1-3a52f7c73d63,"2022 IEEE International Conference on Systems, Man and Cybernetics",2022
2021e84bb5a1-8f79-42cc-8eb1-3a52f7c73d63,e84bb5a1-8f79-42cc-8eb1-3a52f7c73d63,"2021 IEEE International Conference on Systems, Man and Cybernetics",2021
2020e84bb5a1-8f79-42cc-8eb1-3a52f7c73d63,e84bb5a1-8f79-42cc-8eb1-3a52f7c73d63,"2020 IEEE International Conference on Systems, Man and Cybernetics",2020
20248acaada7-7c03-41b4-bcef-65926e7ee9fb,8acaada7-7c03-41b4-bcef-65926e7ee9fb,2024 SoutheastCon,2024
20238acaada7-7c03-41b4-bcef-65926e7ee9fb,8acaada7-7c03-41b4-bcef-65926e7ee9fb,2023 SoutheastCon,2023
20228acaada7-7c03-41b4-bcef-65926e7ee9fb,8acaada7-7c03-41b4-bcef-65926e7ee9fb,2022 SoutheastCon,2022
20218acaada7-7c03-41b4-bcef-65926e7ee9fb,8acaada7-7c03-41b4-bcef-65926e7ee9fb,2021 SoutheastCon,2021
20208acaada7-7c03-41b4-bcef-65926e7ee9fb,8acaada7-7c03-41b4-bcef-65926e7ee9fb,2020 SoutheastCon,2020
2005768b87bb-8a18-4d9c-a161-4d483c776bcf,768b87bb-8a18-4d9c-a161-4d483c776bcf,2005 Computer Vision and Pattern Recognition,2005
2004768b87bb-8a18-4d9c-a161-4d483c776bcf,768b87bb-8a18-4d9c-a161-4d483c776bcf,2004 Computer Vision and Pattern Recognition,2004
2003768b87bb-8a18-4d9c-a161-4d483c776bcf,768b87bb-8a18-4d9c-a161-4d483c776bcf,2003 Computer Vision and Pattern Recognition,2003
2002768b87bb-8a18-4d9c-a161-4d483c776bcf,768b87bb-8a18-4d9c-a161-4d483c776bcf,2002 Computer Vision and Pattern Recognition,2002
2001768b87bb-8a18-4d9c-a161-4d483c776bcf,768b87bb-8a18-4d9c-a161-4d483c776bcf,2001 Computer Vision and Pattern Recognition,2001
20246336131c-2f71-4f61-bc3b-1bf31ec9fa3d,6336131c-2f71-4f61-bc3b-1bf31ec9fa3d,2024 International Conference on Computing for Sustainable Global Development,2024
20236336131c-2f71-4f61-bc3b-1bf31ec9fa3d,6336131c-2f71-4f61-bc3b-1bf31ec9fa3d,2023 International Conference on Computing for Sustainable Global Development,2023
20226336131c-2f71-4f61-bc3b-1bf31ec9fa3d,6336131c-2f71-4f61-bc3b-1bf31ec9fa3d,2022 International Conference on Computing for Sustainable Global Development,2022
20216336131c-2f71-4f61-bc3b-1bf31ec9fa3d,6336131c-2f71-4f61-bc3b-1bf31ec9fa3d,2021 International Conference on Computing for Sustainable Global Development,2021
20206336131c-2f71-4f61-bc3b-1bf31ec9fa3d,6336131c-2f71-4f61-bc3b-1bf31ec9fa3d,2020 International Conference on Computing for Sustainable Global Development,2020
2023a04aa735-dc34-4b29-a70b-2cc395c25173,a04aa735-dc34-4b29-a70b-2cc395c25173,2023 Irish Signals and Systems Conference,2023
2022a04aa735-dc34-4b29-a70b-2cc395c25173,a04aa735-dc34-4b29-a70b-2cc395c25173,2022 Irish Signals and Systems Conference,2022
2021a04aa735-dc34-4b29-a70b-2cc395c25173,a04aa735-dc34-4b29-a70b-2cc395c25173,2021 Irish Signals and Systems Conference,2021
2020a04aa735-dc34-4b29-a70b-2cc395c25173,a04aa735-dc34-4b29-a70b-2cc395c25173,2020 Irish Signals and Systems Conference,2020
2019a04aa735-dc34-4b29-a70b-2cc395c25173,a04aa735-dc34-4b29-a70b-2cc395c25173,2019 Irish Signals and Systems Conference,2019
202290d92c76-e905-4148-bc80-dc969d2eb683,90d92c76-e905-4148-bc80-dc969d2eb683,2022 IEEE International Conference on Smart Grid Communications,2022
202190d92c76-e905-4148-bc80-dc969d2eb683,90d92c76-e905-4148-bc80-dc969d2eb683,2021 IEEE International Conference on Smart Grid Communications,2021
202090d92c76-e905-4148-bc80-dc969d2eb683,90d92c76-e905-4148-bc80-dc969d2eb683,2020 IEEE International Conference on Smart Grid Communications,2020
201990d92c76-e905-4148-bc80-dc969d2eb683,90d92c76-e905-4148-bc80-dc969d2eb683,2019 IEEE International Conference on Smart Grid Communications,2019
201890d92c76-e905-4148-bc80-dc969d2eb683,90d92c76-e905-4148-bc80-dc969d2eb683,2018 IEEE International Conference on Smart Grid Communications,2018
202322af107a-3e64-455e-92c6-82141a5a7e6a,22af107a-3e64-455e-92c6-82141a5a7e6a,2023 IET Networks,2023
202222af107a-3e64-455e-92c6-82141a5a7e6a,22af107a-3e64-455e-92c6-82141a5a7e6a,2022 IET Networks,2022
202122af107a-3e64-455e-92c6-82141a5a7e6a,22af107a-3e64-455e-92c6-82141a5a7e6a,2021 IET Networks,2021
202022af107a-3e64-455e-92c6-82141a5a7e6a,22af107a-3e64-455e-92c6-82141a5a7e6a,2020 IET Networks,2020
201922af107a-3e64-455e-92c6-82141a5a7e6a,22af107a-3e64-455e-92c6-82141a5a7e6a,2019 IET Networks,2019
2024b305f4fd-5f09-4de4-b108-6a07a4218565,b305f4fd-5f09-4de4-b108-6a07a4218565,2024 Computer Assisted Radiology and Surgery - International Congress and Exhibition,2024
2023b305f4fd-5f09-4de4-b108-6a07a4218565,b305f4fd-5f09-4de4-b108-6a07a4218565,2023 Computer Assisted Radiology and Surgery - International Congress and Exhibition,2023
2022b305f4fd-5f09-4de4-b108-6a07a4218565,b305f4fd-5f09-4de4-b108-6a07a4218565,2022 Computer Assisted Radiology and Surgery - International Congress and Exhibition,2022
2021b305f4fd-5f09-4de4-b108-6a07a4218565,b305f4fd-5f09-4de4-b108-6a07a4218565,2021 Computer Assisted Radiology and Surgery - International Congress and Exhibition,2021
2020b305f4fd-5f09-4de4-b108-6a07a4218565,b305f4fd-5f09-4de4-b108-6a07a4218565,2020 Computer Assisted Radiology and Surgery - International Congress and Exhibition,2020
201804c27a39-9b93-4b31-961a-c38ec6b40bbc,04c27a39-9b93-4b31-961a-c38ec6b40bbc,"2018 IEEE Annual Information Technology, Electronics and Mobile Communication Conference",2018
201704c27a39-9b93-4b31-961a-c38ec6b40bbc,04c27a39-9b93-4b31-961a-c38ec6b40bbc,"2017 IEEE Annual Information Technology, Electronics and Mobile Communication Conference",2017
201604c27a39-9b93-4b31-961a-c38ec6b40bbc,04c27a39-9b93-4b31-961a-c38ec6b40bbc,"2016 IEEE Annual Information Technology, Electronics and Mobile Communication Conference",2016
201504c27a39-9b93-4b31-961a-c38ec6b40bbc,04c27a39-9b93-4b31-961a-c38ec6b40bbc,"2015 IEEE Annual Information Technology, Electronics and Mobile Communication Conference",2015
201404c27a39-9b93-4b31-961a-c38ec6b40bbc,04c27a39-9b93-4b31-961a-c38ec6b40bbc,"2014 IEEE Annual Information Technology, Electronics and Mobile Communication Conference",2014
20241c2ab05c-7d69-465e-929d-0920857aedce,1c2ab05c-7d69-465e-929d-0920857aedce,2024 International Conference on Automated Software Engineering,2024
20231c2ab05c-7d69-465e-929d-0920857aedce,1c2ab05c-7d69-465e-929d-0920857aedce,2023 International Conference on Automated Software Engineering,2023
20221c2ab05c-7d69-465e-929d-0920857aedce,1c2ab05c-7d69-465e-929d-0920857aedce,2022 International Conference on Automated Software Engineering,2022
20211c2ab05c-7d69-465e-929d-0920857aedce,1c2ab05c-7d69-465e-929d-0920857aedce,2021 International Conference on Automated Software Engineering,2021
20201c2ab05c-7d69-465e-929d-0920857aedce,1c2ab05c-7d69-465e-929d-0920857aedce,2020 International Conference on Automated Software Engineering,2020
202443832dae-bddd-4002-9b5f-a11440fe6909,43832dae-bddd-4002-9b5f-a11440fe6909,2024 International Conference on the Digital Society,2024
202343832dae-bddd-4002-9b5f-a11440fe6909,43832dae-bddd-4002-9b5f-a11440fe6909,2023 International Conference on the Digital Society,2023
202243832dae-bddd-4002-9b5f-a11440fe6909,43832dae-bddd-4002-9b5f-a11440fe6909,2022 International Conference on the Digital Society,2022
202143832dae-bddd-4002-9b5f-a11440fe6909,43832dae-bddd-4002-9b5f-a11440fe6909,2021 International Conference on the Digital Society,2021
202043832dae-bddd-4002-9b5f-a11440fe6909,43832dae-bddd-4002-9b5f-a11440fe6909,2020 International Conference on the Digital Society,2020
20163779a5a7-9119-4f69-84fe-f7eef193eb49,3779a5a7-9119-4f69-84fe-f7eef193eb49,2016 Conference on Computational Natural Language Learning,2016
20153779a5a7-9119-4f69-84fe-f7eef193eb49,3779a5a7-9119-4f69-84fe-f7eef193eb49,2015 Conference on Computational Natural Language Learning,2015
20143779a5a7-9119-4f69-84fe-f7eef193eb49,3779a5a7-9119-4f69-84fe-f7eef193eb49,2014 Conference on Computational Natural Language Learning,2014
20133779a5a7-9119-4f69-84fe-f7eef193eb49,3779a5a7-9119-4f69-84fe-f7eef193eb49,2013 Conference on Computational Natural Language Learning,2013
20123779a5a7-9119-4f69-84fe-f7eef193eb49,3779a5a7-9119-4f69-84fe-f7eef193eb49,2012 Conference on Computational Natural Language Learning,2012
202466957f12-bbc3-43b5-b1e1-e7678f63b800,66957f12-bbc3-43b5-b1e1-e7678f63b800,2024 Latin American Symposium on Circuits and Systems,2024
202366957f12-bbc3-43b5-b1e1-e7678f63b800,66957f12-bbc3-43b5-b1e1-e7678f63b800,2023 Latin American Symposium on Circuits and Systems,2023
202266957f12-bbc3-43b5-b1e1-e7678f63b800,66957f12-bbc3-43b5-b1e1-e7678f63b800,2022 Latin American Symposium on Circuits and Systems,2022
202166957f12-bbc3-43b5-b1e1-e7678f63b800,66957f12-bbc3-43b5-b1e1-e7678f63b800,2021 Latin American Symposium on Circuits and Systems,2021
202066957f12-bbc3-43b5-b1e1-e7678f63b800,66957f12-bbc3-43b5-b1e1-e7678f63b800,2020 Latin American Symposium on Circuits and Systems,2020
201797a677bb-0fa7-4c1d-a54e-24db1fb98dd5,97a677bb-0fa7-4c1d-a54e-24db1fb98dd5,2017 International Conference on Computational Intelligence and Communication Networks,2017
201697a677bb-0fa7-4c1d-a54e-24db1fb98dd5,97a677bb-0fa7-4c1d-a54e-24db1fb98dd5,2016 International Conference on Computational Intelligence and Communication Networks,2016
202234342fcb-3fe0-45c6-a017-6e65b73d030f,34342fcb-3fe0-45c6-a017-6e65b73d030f,2022 IEEE International Conference on e-Science,2022
202134342fcb-3fe0-45c6-a017-6e65b73d030f,34342fcb-3fe0-45c6-a017-6e65b73d030f,2021 IEEE International Conference on e-Science,2021
202034342fcb-3fe0-45c6-a017-6e65b73d030f,34342fcb-3fe0-45c6-a017-6e65b73d030f,2020 IEEE International Conference on e-Science,2020
201934342fcb-3fe0-45c6-a017-6e65b73d030f,34342fcb-3fe0-45c6-a017-6e65b73d030f,2019 IEEE International Conference on e-Science,2019
201834342fcb-3fe0-45c6-a017-6e65b73d030f,34342fcb-3fe0-45c6-a017-6e65b73d030f,2018 IEEE International Conference on e-Science,2018
2019d9720b90-d60b-48bc-9df8-87a30b9a60dd,d9720b90-d60b-48bc-9df8-87a30b9a60dd,2019 Neural Information Processing Systems,2019
2012625842ea-b2ac-4832-aa41-6bd142cfc9d9,625842ea-b2ac-4832-aa41-6bd142cfc9d9,2012 Annual Conference of the IEEE Industrial Electronics Society,2012
2011625842ea-b2ac-4832-aa41-6bd142cfc9d9,625842ea-b2ac-4832-aa41-6bd142cfc9d9,2011 Annual Conference of the IEEE Industrial Electronics Society,2011
2010625842ea-b2ac-4832-aa41-6bd142cfc9d9,625842ea-b2ac-4832-aa41-6bd142cfc9d9,2010 Annual Conference of the IEEE Industrial Electronics Society,2010
2009625842ea-b2ac-4832-aa41-6bd142cfc9d9,625842ea-b2ac-4832-aa41-6bd142cfc9d9,2009 Annual Conference of the IEEE Industrial Electronics Society,2009
2008625842ea-b2ac-4832-aa41-6bd142cfc9d9,625842ea-b2ac-4832-aa41-6bd142cfc9d9,2008 Annual Conference of the IEEE Industrial Electronics Society,2008
20180dc0e794-53db-401d-bd8f-8da9165b2865,0dc0e794-53db-401d-bd8f-8da9165b2865,2018 International Conferences on Contemporary Computing and Informatics,2018
20170dc0e794-53db-401d-bd8f-8da9165b2865,0dc0e794-53db-401d-bd8f-8da9165b2865,2017 International Conferences on Contemporary Computing and Informatics,2017
20160dc0e794-53db-401d-bd8f-8da9165b2865,0dc0e794-53db-401d-bd8f-8da9165b2865,2016 International Conferences on Contemporary Computing and Informatics,2016
20150dc0e794-53db-401d-bd8f-8da9165b2865,0dc0e794-53db-401d-bd8f-8da9165b2865,2015 International Conferences on Contemporary Computing and Informatics,2015
