DOI,Field_ID
201610.1109/ICSPCC46631.2019.8960779,3
201510.1109/ICSPCC46631.2019.8960779,1
201510.1109/ICSPCC46631.2019.8960779,3
10.1109/DSIT61374.2024.10881634,3
202310.1109/DSIT61374.2024.10881634,3
202210.1109/DSIT61374.2024.10881634,3
202110.1109/DSIT61374.2024.10881634,3
202010.1109/DSIT61374.2024.10881634,3
10.1177/2053951719849444,2
10.1177/2053951719849444,16
10.1177/2053951719849444,15
10.1177/2053951719849444,3
201810.1177/2053951719849444,2
201810.1177/2053951719849444,16
201810.1177/2053951719849444,15
201810.1177/2053951719849444,3
201710.1177/2053951719849444,2
201710.1177/2053951719849444,16
201710.1177/2053951719849444,15
201710.1177/2053951719849444,3
10.48175/ijarsct-15350,4
10.48175/ijarsct-15350,3
202310.48175/ijarsct-15350,4
202310.48175/ijarsct-15350,3
202210.48175/ijarsct-15350,4
202210.48175/ijarsct-15350,3
10.1186/1471-2105-7-319,9
10.1186/1471-2105-7-319,4
10.1186/1471-2105-7-319,3
200510.1186/1471-2105-7-319,9
200510.1186/1471-2105-7-319,4
200510.1186/1471-2105-7-319,3
200410.1186/1471-2105-7-319,9
200410.1186/1471-2105-7-319,4
200410.1186/1471-2105-7-319,3
10.2514/1.i010772,1
10.2514/1.i010772,3
201910.2514/1.i010772,1
201910.2514/1.i010772,3
201810.2514/1.i010772,1
201810.2514/1.i010772,3
10.1109/TNSM.2022.3225217,3
202110.1109/TNSM.2022.3225217,3
202010.1109/TNSM.2022.3225217,3
10.1109/ICME55011.2023.00041,4
10.1109/ICME55011.2023.00041,3
202210.1109/ICME55011.2023.00041,4
202210.1109/ICME55011.2023.00041,3
202110.1109/ICME55011.2023.00041,4
202110.1109/ICME55011.2023.00041,3
202010.1109/ICME55011.2023.00041,4
202010.1109/ICME55011.2023.00041,3
201910.1109/ICME55011.2023.00041,4
201910.1109/ICME55011.2023.00041,3
10.33395/sinkron.v8i3.12721,15
10.33395/sinkron.v8i3.12721,3
202210.33395/sinkron.v8i3.12721,15
202210.33395/sinkron.v8i3.12721,3
202110.33395/sinkron.v8i3.12721,15
202110.33395/sinkron.v8i3.12721,3
10.1038/s41467-019-10827-4,4
10.1038/s41467-019-10827-4,6
10.1038/s41467-019-10827-4,3
10.1038/s41467-019-10827-4,7
201810.1038/s41467-019-10827-4,4
201810.1038/s41467-019-10827-4,6
201810.1038/s41467-019-10827-4,3
201810.1038/s41467-019-10827-4,7
201710.1038/s41467-019-10827-4,4
201710.1038/s41467-019-10827-4,6
201710.1038/s41467-019-10827-4,3
201710.1038/s41467-019-10827-4,7
10.54254/2755-2721/5/20230649,3
202210.54254/2755-2721/5/20230649,3
202110.54254/2755-2721/5/20230649,3
10.1115/1.4065165,4
10.1115/1.4065165,13
10.1115/1.4065165,1
10.1115/1.4065165,3
202310.1115/1.4065165,4
202310.1115/1.4065165,13
202310.1115/1.4065165,1
202310.1115/1.4065165,3
202210.1115/1.4065165,4
202210.1115/1.4065165,13
202210.1115/1.4065165,1
202210.1115/1.4065165,3
10.1109/ICRAIE59459.2023.10468126,17
10.1109/ICRAIE59459.2023.10468126,3
202210.1109/ICRAIE59459.2023.10468126,17
202210.1109/ICRAIE59459.2023.10468126,3
202110.1109/ICRAIE59459.2023.10468126,17
202110.1109/ICRAIE59459.2023.10468126,3
202010.1109/ICRAIE59459.2023.10468126,17
202010.1109/ICRAIE59459.2023.10468126,3
201910.1109/ICRAIE59459.2023.10468126,17
201910.1109/ICRAIE59459.2023.10468126,3
10.3390/jpm13020367,9
10.3390/jpm13020367,4
10.3390/jpm13020367,3
202210.3390/jpm13020367,9
202210.3390/jpm13020367,4
202210.3390/jpm13020367,3
202110.3390/jpm13020367,9
202110.3390/jpm13020367,4
202110.3390/jpm13020367,3
10.1007/s13201-022-01830-0,1
10.1007/s13201-022-01830-0,2
10.1007/s13201-022-01830-0,3
202110.1007/s13201-022-01830-0,1
202110.1007/s13201-022-01830-0,2
202110.1007/s13201-022-01830-0,3
202010.1007/s13201-022-01830-0,1
202010.1007/s13201-022-01830-0,2
202010.1007/s13201-022-01830-0,3
10.1016/j.conbuildmat.2022.127933,1
10.1016/j.conbuildmat.2022.127933,6
10.1016/j.conbuildmat.2022.127933,3
202110.1016/j.conbuildmat.2022.127933,1
202110.1016/j.conbuildmat.2022.127933,6
202110.1016/j.conbuildmat.2022.127933,3
202010.1016/j.conbuildmat.2022.127933,1
202010.1016/j.conbuildmat.2022.127933,6
202010.1016/j.conbuildmat.2022.127933,3
10.3390/buildings14030820,1
10.3390/buildings14030820,3
202310.3390/buildings14030820,1
202310.3390/buildings14030820,3
202210.3390/buildings14030820,1
202210.3390/buildings14030820,3
10.1136/ANNRHEUMDIS-2020-EULAR.4424,4
10.1136/ANNRHEUMDIS-2020-EULAR.4424,1
10.1136/ANNRHEUMDIS-2020-EULAR.4424,3
201910.1136/ANNRHEUMDIS-2020-EULAR.4424,4
201910.1136/ANNRHEUMDIS-2020-EULAR.4424,1
201910.1136/ANNRHEUMDIS-2020-EULAR.4424,3
201810.1136/ANNRHEUMDIS-2020-EULAR.4424,4
201810.1136/ANNRHEUMDIS-2020-EULAR.4424,1
201810.1136/ANNRHEUMDIS-2020-EULAR.4424,3
10.2139/ssrn.4236282,9
10.2139/ssrn.4236282,2
10.2139/ssrn.4236282,3
202110.2139/ssrn.4236282,9
202110.2139/ssrn.4236282,2
202110.2139/ssrn.4236282,3
202010.2139/ssrn.4236282,9
202010.2139/ssrn.4236282,2
202010.2139/ssrn.4236282,3
10.5121/ijwest.2021.12401,17
202010.5121/ijwest.2021.12401,17
201910.5121/ijwest.2021.12401,17
10.28991/cej-2020-03091495,1
10.28991/cej-2020-03091495,3
201910.28991/cej-2020-03091495,1
201910.28991/cej-2020-03091495,3
201810.28991/cej-2020-03091495,1
201810.28991/cej-2020-03091495,3
10.1007/s13042-013-0171-7,11
10.1007/s13042-013-0171-7,3
201210.1007/s13042-013-0171-7,11
201210.1007/s13042-013-0171-7,3
201110.1007/s13042-013-0171-7,11
201110.1007/s13042-013-0171-7,3
10.1109/ACCESS.2021.3075686,11
10.1109/ACCESS.2021.3075686,3
202010.1109/ACCESS.2021.3075686,11
202010.1109/ACCESS.2021.3075686,3
201910.1109/ACCESS.2021.3075686,11
201910.1109/ACCESS.2021.3075686,3
10.14455/10.14455/isec.2023.10(1).str-36,1
10.14455/10.14455/isec.2023.10(1).str-36,3
202210.14455/10.14455/isec.2023.10(1).str-36,1
202210.14455/10.14455/isec.2023.10(1).str-36,3
202110.14455/10.14455/isec.2023.10(1).str-36,1
202110.14455/10.14455/isec.2023.10(1).str-36,3
10.1002/gepi.22341,9
10.1002/gepi.22341,4
10.1002/gepi.22341,3
201910.1002/gepi.22341,9
201910.1002/gepi.22341,4
201910.1002/gepi.22341,3
201810.1002/gepi.22341,9
201810.1002/gepi.22341,4
201810.1002/gepi.22341,3
10.5121/ijcsit.2023.15102,4
10.5121/ijcsit.2023.15102,3
202210.5121/ijcsit.2023.15102,4
202210.5121/ijcsit.2023.15102,3
202110.5121/ijcsit.2023.15102,4
202110.5121/ijcsit.2023.15102,3
10.1097/JU.0000000000002607.02,4
10.1097/JU.0000000000002607.02,1
202110.1097/JU.0000000000002607.02,4
202110.1097/JU.0000000000002607.02,1
202010.1097/JU.0000000000002607.02,4
202010.1097/JU.0000000000002607.02,1
10.55041/ijsrem13429,18
10.55041/ijsrem13429,3
202110.55041/ijsrem13429,18
202110.55041/ijsrem13429,3
202010.55041/ijsrem13429,18
202010.55041/ijsrem13429,3
10.54554/jtec.2024.16.03.001,12
10.54554/jtec.2024.16.03.001,8
10.54554/jtec.2024.16.03.001,3
202310.54554/jtec.2024.16.03.001,12
202310.54554/jtec.2024.16.03.001,8
202310.54554/jtec.2024.16.03.001,3
202210.54554/jtec.2024.16.03.001,12
202210.54554/jtec.2024.16.03.001,8
202210.54554/jtec.2024.16.03.001,3
10.3390/electronics14071351,1
10.3390/electronics14071351,3
202410.3390/electronics14071351,1
202410.3390/electronics14071351,3
202310.3390/electronics14071351,1
202310.3390/electronics14071351,3
10.1109/ICCCNT56998.2023.10307984,4
10.1109/ICCCNT56998.2023.10307984,3
202210.1109/ICCCNT56998.2023.10307984,4
202210.1109/ICCCNT56998.2023.10307984,3
202110.1109/ICCCNT56998.2023.10307984,4
202110.1109/ICCCNT56998.2023.10307984,3
202010.1109/ICCCNT56998.2023.10307984,4
202010.1109/ICCCNT56998.2023.10307984,3
201910.1109/ICCCNT56998.2023.10307984,4
201910.1109/ICCCNT56998.2023.10307984,3
10.1057/s41599-021-00792-z,2
10.1057/s41599-021-00792-z,10
10.1057/s41599-021-00792-z,17
10.1057/s41599-021-00792-z,19
202010.1057/s41599-021-00792-z,2
202010.1057/s41599-021-00792-z,10
202010.1057/s41599-021-00792-z,17
202010.1057/s41599-021-00792-z,19
201910.1057/s41599-021-00792-z,2
201910.1057/s41599-021-00792-z,10
201910.1057/s41599-021-00792-z,17
201910.1057/s41599-021-00792-z,19
10.26438/IJCSE/V7I1.601605,1
10.26438/IJCSE/V7I1.601605,3
201810.26438/IJCSE/V7I1.601605,1
201810.26438/IJCSE/V7I1.601605,3
201710.26438/IJCSE/V7I1.601605,1
201710.26438/IJCSE/V7I1.601605,3
10.1109/IHMSC.2015.181,3
201410.1109/IHMSC.2015.181,3
201310.1109/IHMSC.2015.181,3
201210.1109/IHMSC.2015.181,3
201110.1109/IHMSC.2015.181,3
10.1016/j.jece.2024.111909,6
10.1016/j.jece.2024.111909,2
10.1016/j.jece.2024.111909,7
202310.1016/j.jece.2024.111909,6
202310.1016/j.jece.2024.111909,2
202310.1016/j.jece.2024.111909,7
202210.1016/j.jece.2024.111909,6
202210.1016/j.jece.2024.111909,2
202210.1016/j.jece.2024.111909,7
10.48550/arXiv.2408.05284,3
202310.48550/arXiv.2408.05284,3
202210.48550/arXiv.2408.05284,3
10.1109/ISAPE62431.2024.10840886,1
10.1109/ISAPE62431.2024.10840886,2
10.1109/ISAPE62431.2024.10840886,13
10.1109/ISAPE62431.2024.10840886,3
202310.1109/ISAPE62431.2024.10840886,1
202310.1109/ISAPE62431.2024.10840886,2
202310.1109/ISAPE62431.2024.10840886,13
202310.1109/ISAPE62431.2024.10840886,3
202210.1109/ISAPE62431.2024.10840886,1
202210.1109/ISAPE62431.2024.10840886,2
202210.1109/ISAPE62431.2024.10840886,13
202210.1109/ISAPE62431.2024.10840886,3
202110.1109/ISAPE62431.2024.10840886,1
202110.1109/ISAPE62431.2024.10840886,2
202110.1109/ISAPE62431.2024.10840886,13
202110.1109/ISAPE62431.2024.10840886,3
202010.1109/ISAPE62431.2024.10840886,1
202010.1109/ISAPE62431.2024.10840886,2
202010.1109/ISAPE62431.2024.10840886,13
202010.1109/ISAPE62431.2024.10840886,3
10.5753/jisa.2024.3805,1
10.5753/jisa.2024.3805,2
10.5753/jisa.2024.3805,3
202310.5753/jisa.2024.3805,1
202310.5753/jisa.2024.3805,2
202310.5753/jisa.2024.3805,3
202210.5753/jisa.2024.3805,1
202210.5753/jisa.2024.3805,2
202210.5753/jisa.2024.3805,3
10.1109/TIM.2010.2049228,1
10.1109/TIM.2010.2049228,3
201010.1109/TIM.2010.2049228,1
201010.1109/TIM.2010.2049228,3
200910.1109/TIM.2010.2049228,1
200910.1109/TIM.2010.2049228,3
10.1007/s11042-022-14020-6,4
10.1007/s11042-022-14020-6,3
202110.1007/s11042-022-14020-6,4
202110.1007/s11042-022-14020-6,3
202010.1007/s11042-022-14020-6,4
202010.1007/s11042-022-14020-6,3
10.1007/s10916-018-1071-x,5
10.1007/s10916-018-1071-x,4
10.1007/s10916-018-1071-x,3
201710.1007/s10916-018-1071-x,5
201710.1007/s10916-018-1071-x,4
201710.1007/s10916-018-1071-x,3
201610.1007/s10916-018-1071-x,5
201610.1007/s10916-018-1071-x,4
201610.1007/s10916-018-1071-x,3
10.3390/app112210795,20
10.3390/app112210795,3
202010.3390/app112210795,20
202010.3390/app112210795,3
201910.3390/app112210795,20
201910.3390/app112210795,3
10.3366/iur.2023.0588,20
10.3366/iur.2023.0588,21
10.3366/iur.2023.0588,3
202210.3366/iur.2023.0588,20
202210.3366/iur.2023.0588,21
202210.3366/iur.2023.0588,3
202110.3366/iur.2023.0588,20
202110.3366/iur.2023.0588,21
202110.3366/iur.2023.0588,3
10.1109/ACCESS.2024.3437738,3
202310.1109/ACCESS.2024.3437738,3
202210.1109/ACCESS.2024.3437738,3
10.1109/TPAMI.2017.2737423,4
10.1109/TPAMI.2017.2737423,3
201710.1109/TPAMI.2017.2737423,4
201710.1109/TPAMI.2017.2737423,3
201610.1109/TPAMI.2017.2737423,4
201610.1109/TPAMI.2017.2737423,3
10.3390/APP11114834,1
10.3390/APP11114834,3
202010.3390/APP11114834,1
202010.3390/APP11114834,3
201910.3390/APP11114834,1
201910.3390/APP11114834,3
10.1109/IGARSS39084.2020.9323718,1
10.1109/IGARSS39084.2020.9323718,2
10.1109/IGARSS39084.2020.9323718,3
201910.1109/IGARSS39084.2020.9323718,1
201910.1109/IGARSS39084.2020.9323718,2
201910.1109/IGARSS39084.2020.9323718,3
201810.1109/IGARSS39084.2020.9323718,1
201810.1109/IGARSS39084.2020.9323718,2
201810.1109/IGARSS39084.2020.9323718,3
201710.1109/IGARSS39084.2020.9323718,1
201710.1109/IGARSS39084.2020.9323718,2
201710.1109/IGARSS39084.2020.9323718,3
201610.1109/IGARSS39084.2020.9323718,1
201610.1109/IGARSS39084.2020.9323718,2
201610.1109/IGARSS39084.2020.9323718,3
10.18653/v1/D17-1156,3
201610.18653/v1/D17-1156,3
201510.18653/v1/D17-1156,3
201410.18653/v1/D17-1156,3
201310.18653/v1/D17-1156,3
10.1063/5.0066061,4
10.1063/5.0066061,6
10.1063/5.0066061,13
202010.1063/5.0066061,4
202010.1063/5.0066061,6
202010.1063/5.0066061,13
201910.1063/5.0066061,4
201910.1063/5.0066061,6
201910.1063/5.0066061,13
10.62754/joe.v4i1.6412,16
10.62754/joe.v4i1.6412,2
202410.62754/joe.v4i1.6412,16
202410.62754/joe.v4i1.6412,2
202310.62754/joe.v4i1.6412,16
202310.62754/joe.v4i1.6412,2
10.1002/mrm.29906,4
10.1002/mrm.29906,1
202210.1002/mrm.29906,4
202210.1002/mrm.29906,1
202110.1002/mrm.29906,4
202110.1002/mrm.29906,1
10.1371/journal.pone.0257857,4
202010.1371/journal.pone.0257857,4
201910.1371/journal.pone.0257857,4
10.1504/ijbm.2022.10048974,3
202110.1504/ijbm.2022.10048974,3
202010.1504/ijbm.2022.10048974,3
10.1167/iovs.12-11449,4
10.1167/iovs.12-11449,3
201210.1167/iovs.12-11449,4
201210.1167/iovs.12-11449,3
201110.1167/iovs.12-11449,4
201110.1167/iovs.12-11449,3
10.1109/mis.2025.3549484,3
202410.1109/mis.2025.3549484,3
202310.1109/mis.2025.3549484,3
10.1515/pralin-2017-0029,20
10.1515/pralin-2017-0029,3
201610.1515/pralin-2017-0029,20
201610.1515/pralin-2017-0029,3
201510.1515/pralin-2017-0029,20
201510.1515/pralin-2017-0029,3
10.1109/TELFOR59449.2023.10372693,1
10.1109/TELFOR59449.2023.10372693,20
10.1109/TELFOR59449.2023.10372693,3
202210.1109/TELFOR59449.2023.10372693,1
202210.1109/TELFOR59449.2023.10372693,20
202210.1109/TELFOR59449.2023.10372693,3
202110.1109/TELFOR59449.2023.10372693,1
202110.1109/TELFOR59449.2023.10372693,20
202110.1109/TELFOR59449.2023.10372693,3
202010.1109/TELFOR59449.2023.10372693,1
202010.1109/TELFOR59449.2023.10372693,20
202010.1109/TELFOR59449.2023.10372693,3
201910.1109/TELFOR59449.2023.10372693,1
201910.1109/TELFOR59449.2023.10372693,20
201910.1109/TELFOR59449.2023.10372693,3
10.1515/geo-2018-0036,19
10.1515/geo-2018-0036,1
10.1515/geo-2018-0036,2
201710.1515/geo-2018-0036,19
201710.1515/geo-2018-0036,1
201710.1515/geo-2018-0036,2
201610.1515/geo-2018-0036,19
201610.1515/geo-2018-0036,1
201610.1515/geo-2018-0036,2
10.33022/ijcs.v13i2.3847,1
10.33022/ijcs.v13i2.3847,3
202310.33022/ijcs.v13i2.3847,1
202310.33022/ijcs.v13i2.3847,3
202210.33022/ijcs.v13i2.3847,1
202210.33022/ijcs.v13i2.3847,3
10.1109/ICASSP.2008.4518024,11
10.1109/ICASSP.2008.4518024,3
200710.1109/ICASSP.2008.4518024,11
200710.1109/ICASSP.2008.4518024,3
200610.1109/ICASSP.2008.4518024,11
200610.1109/ICASSP.2008.4518024,3
200510.1109/ICASSP.2008.4518024,11
200510.1109/ICASSP.2008.4518024,3
200410.1109/ICASSP.2008.4518024,11
200410.1109/ICASSP.2008.4518024,3
10.1109/SANER50967.2021.00046,3
202010.1109/SANER50967.2021.00046,3
201910.1109/SANER50967.2021.00046,3
201810.1109/SANER50967.2021.00046,3
201710.1109/SANER50967.2021.00046,3
10.1016/j.neucom.2010.07.012,3
200910.1016/j.neucom.2010.07.012,3
200810.1016/j.neucom.2010.07.012,3
10.30534/ijeter/2020/138892020,3
201910.30534/ijeter/2020/138892020,3
201810.30534/ijeter/2020/138892020,3
10.47772/ijriss.2025.9010094,1
10.47772/ijriss.2025.9010094,3
202410.47772/ijriss.2025.9010094,1
202410.47772/ijriss.2025.9010094,3
202310.47772/ijriss.2025.9010094,1
202310.47772/ijriss.2025.9010094,3
10.1109/ICCUBEA58933.2023.10392135,4
10.1109/ICCUBEA58933.2023.10392135,3
202210.1109/ICCUBEA58933.2023.10392135,4
202210.1109/ICCUBEA58933.2023.10392135,3
202110.1109/ICCUBEA58933.2023.10392135,4
202110.1109/ICCUBEA58933.2023.10392135,3
202010.1109/ICCUBEA58933.2023.10392135,4
202010.1109/ICCUBEA58933.2023.10392135,3
201910.1109/ICCUBEA58933.2023.10392135,4
201910.1109/ICCUBEA58933.2023.10392135,3
10.1016/j.scitotenv.2024.174776,4
10.1016/j.scitotenv.2024.174776,2
10.1016/j.scitotenv.2024.174776,3
202310.1016/j.scitotenv.2024.174776,4
202310.1016/j.scitotenv.2024.174776,2
202310.1016/j.scitotenv.2024.174776,3
202210.1016/j.scitotenv.2024.174776,4
202210.1016/j.scitotenv.2024.174776,2
202210.1016/j.scitotenv.2024.174776,3
10.1016/j.foodchem.2022.134562,4
10.1016/j.foodchem.2022.134562,7
202110.1016/j.foodchem.2022.134562,4
202110.1016/j.foodchem.2022.134562,7
202010.1016/j.foodchem.2022.134562,4
202010.1016/j.foodchem.2022.134562,7
10.1007/s13721-015-0080-7,9
10.1007/s13721-015-0080-7,3
201410.1007/s13721-015-0080-7,9
201410.1007/s13721-015-0080-7,3
201310.1007/s13721-015-0080-7,9
201310.1007/s13721-015-0080-7,3
10.3390/EN11102575,1
10.3390/EN11102575,2
10.3390/EN11102575,3
201710.3390/EN11102575,1
201710.3390/EN11102575,2
201710.3390/EN11102575,3
201610.3390/EN11102575,1
201610.3390/EN11102575,2
201610.3390/EN11102575,3
10.1109/TBME.2021.3080259,4
10.1109/TBME.2021.3080259,5
10.1109/TBME.2021.3080259,3
202010.1109/TBME.2021.3080259,4
202010.1109/TBME.2021.3080259,5
202010.1109/TBME.2021.3080259,3
201910.1109/TBME.2021.3080259,4
201910.1109/TBME.2021.3080259,5
201910.1109/TBME.2021.3080259,3
10.1109/ELECO60389.2023.10415960,1
10.1109/ELECO60389.2023.10415960,3
202210.1109/ELECO60389.2023.10415960,1
202210.1109/ELECO60389.2023.10415960,3
202110.1109/ELECO60389.2023.10415960,1
202110.1109/ELECO60389.2023.10415960,3
202010.1109/ELECO60389.2023.10415960,1
202010.1109/ELECO60389.2023.10415960,3
201910.1109/ELECO60389.2023.10415960,1
201910.1109/ELECO60389.2023.10415960,3
10.15680/ijirset.2021.1011128,4
10.15680/ijirset.2021.1011128,3
202210.15680/ijirset.2021.1011128,4
202210.15680/ijirset.2021.1011128,3
202110.15680/ijirset.2021.1011128,4
202110.15680/ijirset.2021.1011128,3
10.1109/SEEDA-CECNSM63478.2024.00019,15
10.1109/SEEDA-CECNSM63478.2024.00019,3
202310.1109/SEEDA-CECNSM63478.2024.00019,15
202310.1109/SEEDA-CECNSM63478.2024.00019,3
202210.1109/SEEDA-CECNSM63478.2024.00019,15
202210.1109/SEEDA-CECNSM63478.2024.00019,3
202110.1109/SEEDA-CECNSM63478.2024.00019,15
202110.1109/SEEDA-CECNSM63478.2024.00019,3
202010.1109/SEEDA-CECNSM63478.2024.00019,15
202010.1109/SEEDA-CECNSM63478.2024.00019,3
10.1111/1468-5973.12311,2
10.1111/1468-5973.12311,3
201910.1111/1468-5973.12311,2
201910.1111/1468-5973.12311,3
201810.1111/1468-5973.12311,2
201810.1111/1468-5973.12311,3
10.1080/0284186X.2018.1468084,4
10.1080/0284186X.2018.1468084,3
10.1080/0284186X.2018.1468084,11
10.1080/0284186X.2018.1468084,1
201710.1080/0284186X.2018.1468084,4
201710.1080/0284186X.2018.1468084,3
201710.1080/0284186X.2018.1468084,11
201710.1080/0284186X.2018.1468084,1
201610.1080/0284186X.2018.1468084,4
201610.1080/0284186X.2018.1468084,3
201610.1080/0284186X.2018.1468084,11
201610.1080/0284186X.2018.1468084,1
10.1093/clinchem/hvab239,4
10.1093/clinchem/hvab239,3
202010.1093/clinchem/hvab239,4
202010.1093/clinchem/hvab239,3
201910.1093/clinchem/hvab239,4
201910.1093/clinchem/hvab239,3
10.48175/ijarsct-3258,3
202110.48175/ijarsct-3258,3
202010.48175/ijarsct-3258,3
10.1007/s00165-021-00543-6,1
10.1007/s00165-021-00543-6,3
202010.1007/s00165-021-00543-6,1
202010.1007/s00165-021-00543-6,3
201910.1007/s00165-021-00543-6,1
201910.1007/s00165-021-00543-6,3
10.5120/ijca2025924395,3
202410.5120/ijca2025924395,3
202310.5120/ijca2025924395,3
10.9712/KASS.2020.20.4.111,1
10.9712/KASS.2020.20.4.111,3
201910.9712/KASS.2020.20.4.111,1
201910.9712/KASS.2020.20.4.111,3
201810.9712/KASS.2020.20.4.111,1
201810.9712/KASS.2020.20.4.111,3
10.1088/1361-6560/ab9efc,4
10.1088/1361-6560/ab9efc,3
10.1088/1361-6560/ab9efc,13
10.1088/1361-6560/ab9efc,1
201910.1088/1361-6560/ab9efc,4
201910.1088/1361-6560/ab9efc,3
201910.1088/1361-6560/ab9efc,13
201910.1088/1361-6560/ab9efc,1
201810.1088/1361-6560/ab9efc,4
201810.1088/1361-6560/ab9efc,3
201810.1088/1361-6560/ab9efc,13
201810.1088/1361-6560/ab9efc,1
10.1029/2021GC009946,14
10.1029/2021GC009946,3
202010.1029/2021GC009946,14
202010.1029/2021GC009946,3
201910.1029/2021GC009946,14
201910.1029/2021GC009946,3
10.13052/jwe1540-9589.2039,3
202010.13052/jwe1540-9589.2039,3
201910.13052/jwe1540-9589.2039,3
10.1109/ACCESS.2024.3519669,1
10.1109/ACCESS.2024.3519669,6
10.1109/ACCESS.2024.3519669,3
202410.1109/ACCESS.2024.3519669,1
202410.1109/ACCESS.2024.3519669,6
202410.1109/ACCESS.2024.3519669,3
202310.1109/ACCESS.2024.3519669,1
202310.1109/ACCESS.2024.3519669,6
202310.1109/ACCESS.2024.3519669,3
10.18280/ts.420148,22
10.18280/ts.420148,3
202410.18280/ts.420148,22
202410.18280/ts.420148,3
202310.18280/ts.420148,22
202310.18280/ts.420148,3
10.1145/3558884.3558888,4
10.1145/3558884.3558888,3
202110.1145/3558884.3558888,4
202110.1145/3558884.3558888,3
202010.1145/3558884.3558888,4
202010.1145/3558884.3558888,3
201910.1145/3558884.3558888,4
201910.1145/3558884.3558888,3
201810.1145/3558884.3558888,4
201810.1145/3558884.3558888,3
10.1016/j.comcom.2022.07.010,1
10.1016/j.comcom.2022.07.010,3
202110.1016/j.comcom.2022.07.010,1
202110.1016/j.comcom.2022.07.010,3
202010.1016/j.comcom.2022.07.010,1
202010.1016/j.comcom.2022.07.010,3
10.1631/jzus.C1001006,3
200910.1631/jzus.C1001006,3
200810.1631/jzus.C1001006,3
10.1002/alz.054772,4
10.1002/alz.054772,3
202010.1002/alz.054772,4
202010.1002/alz.054772,3
201910.1002/alz.054772,4
201910.1002/alz.054772,3
10.1371/journal.pone.0142753,9
10.1371/journal.pone.0142753,4
10.1371/journal.pone.0142753,2
10.1371/journal.pone.0142753,3
201410.1371/journal.pone.0142753,9
201410.1371/journal.pone.0142753,4
201410.1371/journal.pone.0142753,2
201410.1371/journal.pone.0142753,3
201310.1371/journal.pone.0142753,9
201310.1371/journal.pone.0142753,4
201310.1371/journal.pone.0142753,2
201310.1371/journal.pone.0142753,3
10.1186/s12885-021-08704-9,4
10.1186/s12885-021-08704-9,3
202010.1186/s12885-021-08704-9,4
202010.1186/s12885-021-08704-9,3
201910.1186/s12885-021-08704-9,4
201910.1186/s12885-021-08704-9,3
10.1109/TETC.2022.3223630,1
10.1109/TETC.2022.3223630,3
202210.1109/TETC.2022.3223630,1
202210.1109/TETC.2022.3223630,3
202110.1109/TETC.2022.3223630,1
202110.1109/TETC.2022.3223630,3
10.1016/j.euroneuro.2022.07.032,4
10.1016/j.euroneuro.2022.07.032,3
202110.1016/j.euroneuro.2022.07.032,4
202110.1016/j.euroneuro.2022.07.032,3
202010.1016/j.euroneuro.2022.07.032,4
202010.1016/j.euroneuro.2022.07.032,3
10.17762/ijritcc.v11i9.8991,2
10.17762/ijritcc.v11i9.8991,3
202210.17762/ijritcc.v11i9.8991,2
202210.17762/ijritcc.v11i9.8991,3
202110.17762/ijritcc.v11i9.8991,2
202110.17762/ijritcc.v11i9.8991,3
10.3390/APP8081280,1
10.3390/APP8081280,4
10.3390/APP8081280,3
201710.3390/APP8081280,1
201710.3390/APP8081280,4
201710.3390/APP8081280,3
201610.3390/APP8081280,1
201610.3390/APP8081280,4
201610.3390/APP8081280,3
10.1007/s11704-010-0388-5,3
201010.1007/s11704-010-0388-5,3
200910.1007/s11704-010-0388-5,3
10.30630/joiv.6.1.859,3
202110.30630/joiv.6.1.859,3
202010.30630/joiv.6.1.859,3
10.1371/journal.pone.0272991,4
10.1371/journal.pone.0272991,20
10.1371/journal.pone.0272991,3
202110.1371/journal.pone.0272991,4
202110.1371/journal.pone.0272991,20
202110.1371/journal.pone.0272991,3
202010.1371/journal.pone.0272991,4
202010.1371/journal.pone.0272991,20
202010.1371/journal.pone.0272991,3
10.3389/fnins.2023.1143239,4
202210.3389/fnins.2023.1143239,4
202110.3389/fnins.2023.1143239,4
10.1088/1748-0221/19/07/p07013,13
10.1088/1748-0221/19/07/p07013,3
10.1088/1748-0221/19/07/p07013,1
202310.1088/1748-0221/19/07/p07013,13
202310.1088/1748-0221/19/07/p07013,3
202310.1088/1748-0221/19/07/p07013,1
202210.1088/1748-0221/19/07/p07013,13
202210.1088/1748-0221/19/07/p07013,3
202210.1088/1748-0221/19/07/p07013,1
10.1007/BF00116839,11
10.1007/BF00116839,3
200310.1007/BF00116839,11
200310.1007/BF00116839,3
200210.1007/BF00116839,11
200210.1007/BF00116839,3
10.1117/1.JBO.29.2.020901,1
10.1117/1.JBO.29.2.020901,4
10.1117/1.JBO.29.2.020901,3
202310.1117/1.JBO.29.2.020901,1
202310.1117/1.JBO.29.2.020901,4
202310.1117/1.JBO.29.2.020901,3
202210.1117/1.JBO.29.2.020901,1
202210.1117/1.JBO.29.2.020901,4
202210.1117/1.JBO.29.2.020901,3
10.1109/ICASSP39728.2021.9414785,1
10.1109/ICASSP39728.2021.9414785,3
202010.1109/ICASSP39728.2021.9414785,1
202010.1109/ICASSP39728.2021.9414785,3
201910.1109/ICASSP39728.2021.9414785,1
201910.1109/ICASSP39728.2021.9414785,3
201810.1109/ICASSP39728.2021.9414785,1
201810.1109/ICASSP39728.2021.9414785,3
